ID,Neurodiversity,Posted By,Employer,Post Type,Time Posted,Content,Likes,Comments,Shares,Timestamp Collected,Post URL,Post ID,hashtags,diseases,medical_advice,topic,workplace_related,medical_medicine_related,discrimination,medicine_related,relational_challenges,social_emotional_challenges,managing_diseases,summarize
2484,Depression,an Operational Program Manager,San Diego State University,Depression/Anxiety Talk,a year,How does anyone progress/move up in their job with chronic depression? I have to switch jobs every few years before I get fired. I’ve been at mine now for 5 years and basically stopped working. Waiting for the axe.,10,10,1,9/21/24 11:09,https://www.fishbowlapp.com/post/how-does-anyone-progressmove-up-in-their-job-with-chronic-depression-i-have-to-switch-jobs-every-few-years-before-i-get-fired,242,No hashtags found,Depression,No.,Job advancement with depression.,Yes.,No.,No.,No.,No.,No.,No.,The main topic is job progression and chronic depression.
2485,Depression,a Founder & CEO,San Diego State University,Jobs in Tech,a year,"Does work life balance exist in tech? I was a product manager and have been in tech startups for almost 10 years, but have been through a few burnouts that spiralled into anxiety and depression. I started a side hustle of hosting wellness retreats when I got laid off, and now debating if I want to get back into tech since I can’t depend on that profit as my only source of income. Given how cold the job market is for tech, what else would I do though?",4,8,0,9/21/24 11:09,https://www.fishbowlapp.com/post/does-work-life-balance-exist-in-tech-i-was-a-product-manager-and-have-been-in-tech-startups-for-almost-10-years-but-have-been,243,No hashtags found,Anxiety,No.,Work-life balance in tech,Yes.,No.,No.,No.,No.,No.,No.,The key topic is the work-life balance in the tech industry and its impact on mental health.
2486,Depression,an Analyst,San Diego State University,Confession,3 months,"My fiancé is becoming increasingly pessimistic as of late. I’ve asked her why that is, and her response is always, “look, I’m just being realistic”.

As someone who has a history of depression, going to therapy for working on it. Working through it and coming out the other side. I have expressed my frustrations and concerns with her.

Any ideas on how to deal with someone who looks at the world this way?

She only gets like this when her sisters around, probably a correlation there.",3,13,0,9/21/24 11:10,https://www.fishbowlapp.com/post/my-fiance-is-becoming-increasingly-pessimistic-as-of-late-ive-asked-her-why-that-is-and-her-response-is-always-look-im,244,No hashtags found,Depression,No.,Dealing with pessimism,No.,No.,No.,No.,No.,No.,No.,"The main topic is how to deal with a fiancé who is becoming increasingly pessimistic and claims to be ""realistic""."
2487,Depression,a Manager,San Diego State University,Confession,9 months,"The depression post got me thinking about those who view alcoholism the same way. I don't think my alcoholism was a choice, I have an abnormal reaction to it. I've tried weed, amphetamines, benzos, and fentanyl but nothing comes close to alcohol. I didn't stop drinking when it started causing seizures, when it made me bomb the final round interview for my dream job, or when I started developing alcoholic neuropathy. I don't think alcohol makes normal people feel the way it makes me feel. Cont.",4,8,1,9/21/24 11:10,https://www.fishbowlapp.com/post/the-depression-post-got-me-thinking-about-those-who-view-alcoholism-the-same-way-i-dont-think-my-alcoholism-was-a-choice-i,245,No hashtags found,Depression,No.,Alcoholism and addiction,No.,No.,No.,Yes.,No.,No.,No.,The main topic is alcoholism and the author's personal experience with it.
2488,Depression,a Lead Designer,San Diego State University,Staying Healthy,a year,Anyone here take GABA for anxiety and depression?,1,7,1,9/21/24 11:11,https://www.fishbowlapp.com/post/anyone-here-take-gaba-for-anxiety-and-depression,246,No hashtags found,Anxiety,Yes.,GABA for anxiety/de,No.,No.,No.,Yes.,No.,No.,Yes.,The key topic is the use of GABA for anxiety and depression.
2489,Depression,a Leadership Development Consultant,San Diego State University,Depression/Anxiety Talk,a year,"I’m struggling with my job search here in Austin , I have applied to job that I cover 99% of the profile, but don’t even get an interview. Each week depression is worse and my self confidence is at an all time low. Anyone going/gone through this?",6,13,0,9/21/24 11:11,https://www.fishbowlapp.com/post/im-struggling-with-my-job-search-here-in-austin-i-have-applied-to-job-that-i-cover-99-of-the-profile-but-dont-even-get-an-interview,247,No hashtags found,Depression,No.,Job search struggles.,Yes.,No.,No.,No.,No.,No.,No.,The key topic is job search struggles and the resulting impact on mental health.
2490,Depression,a Senior Technology Program Manager 1,San Diego State University,Depression/Anxiety Talk,6 months,"Does anyone else go though depression or anxiety when a performance review wasn’t what you expected? just had mine and was evaluated at “meets some expectations”. i’m frustrated bc my role continues to not be clear, so how am i to meet (or exceed), when i don’t even know what exactly is expected? Emailed manager for clarity, but feeling down",8,13,0,9/21/24 11:11,https://www.fishbowlapp.com/post/does-anyone-else-go-though-depression-or-anxiety-when-a-performance-review-wasnt-what-you-expected-just-had-mine-and-was,248,No hashtags found,Anxiety,No.,Performance review anxiety.,Yes.,No.,No.,No.,No.,No.,No.,The key topic is the emotional impact of unclear job expectations and a disappointing performance review on an individual's mental health.
2491,Depression,a Legal Counsel,San Diego State University,In-House Counsel,7 months,"I had an interview earlier. Everything went smoothly until I was invited to ask questions by the GC. Without given much thought, I asked what fuels his passion for mental health. I found he's mental health advocate from research. He spoke passionately and at length about his past struggles with depression etc. I could sense uneasiness among the other panelist. I felt I shouldn't have asked that. I asked other questions about the role, but can't help thinking this will work against me. Thoughts?",1,11,0,9/21/24 11:12,https://www.fishbowlapp.com/post/i-had-an-interview-earlier-everything-went-smoothly-until-i-was-invited-to-ask-questions-by-the-gc-without-given-much-thought-i,249,No hashtags found,Anxiety,No.,Interview Etiquette.,Yes.,No.,No.,No.,No.,No.,No.,"The main topic is an interview experience where the interviewee asked a question about the interviewer's passion for mental health, which caused uneasiness among the panelists and led to concerns about the impact on the interview outcome."
2492,Depression,a Network Security Engineer,San Diego State University,Confession,10 months,"Confession:

I usually struggle with crippling depression around the holidays. Nobody I encounter on a regular basis knows about it. I don't have any deep connections with anyone in my life or have anyone to say it to.

I have very superficial relationships with everyone I know and have nobody to share these thoughts with.

I know the holidays are really hard for a lot of us. If you are struggling too, I'm sorry.",17,10,0,9/21/24 11:13,https://www.fishbowlapp.com/post/confessioni-usually-struggle-with-crippling-depression-around-the-holidays-nobody-i-encounter-on-a-regular-basis-knows-about,250,No hashtags found,Depression,No.,Holiday depression.,No.,No.,No.,No.,No.,No.,No.,The main topic is the author's struggle with depression during the holidays and their lack of deep connections with others to share their thoughts with.
2493,Depression,a Director,San Diego State University,Confession,5 months,"My wife has/is blowing my-life because of her depression. We decided to live at her parents for the last two years to get ourselves situated, and a better position. She left months ago, lying to everyone about the situation and depression, and her parents want me out in 5days and I am struggling financially some mine/some I can’t or couldn’t control (parents are aware). I still love her so much (10+years together) … and wish I tried more to understand depression but it wasn’t/easy. I love her",2,8,0,9/21/24 11:13,https://www.fishbowlapp.com/post/my-wife-hasis-blowing-my-life-because-of-her-depression-we-decided-to-live-at-her-parents-for-the-last-two-years-to-get-ourselves-situated,251,No hashtags found,Depression,No.,Depression and Relationship.,No.,No.,No.,No.,Yes.,No.,No.,"The main topic is a man struggling with his wife's depression and their living situation, as well as his financial struggles."
2494,Depression,a Recruiter,San Diego State University,ADHD Professionals,7 months,TW- I was let go from my contract role of 6 months. 😢 I’ve had 5 jobs in 4 years mostly under a year each. I’m a not cut out for this life. Just ready to end it all. I can’t handle if anymore. Each time my mental health deteriorates further and my anxiety/depression symptoms get worse.,6,8,0,9/21/24 11:14,https://www.fishbowlapp.com/post/tw-i-was-let-go-from-my-contract-role-of-6-months-ive-had-5-jobs-in-4-years-mostly-under-a-year-each-im-a-not-cut-out-for-this-life,252,No hashtags found,Depression,No.,Job loss and mental health,Yes.,No.,Yes.,No.,No.,Yes.,No.,The main topic is the individual's struggles with job instability and its impact on their mental health.
2495,Depression,a Senior Associate,San Diego State University,Lawyers with ADHD,5 months,anyone leave biglaw after a few months because too hard with adhd and anxiety? i got a great opportunity and i dont know whether my current depression over the difficult transition into big law hours and deadlines is worth quitting or should i be holding out?,2,6,2,9/21/24 11:14,https://www.fishbowlapp.com/post/anyone-leave-biglaw-after-a-few-months-because-too-hard-with-adhd-and-anxiety-i-got-a-great-opportunity-and-i-dont-know-whether,253,No hashtags found,ADHD,No.,Leaving BigLaw with,Yes.,No.,No.,No.,No.,No.,No.,The main topic is the difficulty of transitioning into Big Law and the decision to leave due to mental health challenges such as ADHD and anxiety.
2496,Depression,a Senior Consultant 1,San Diego State University,Depression/Anxiety Talk,6 months,Has anyone done an IOP (intensive outpatient therapy) for anxiety and depression in NYC?,5,8,1,9/21/24 11:14,https://www.fishbowlapp.com/post/has-anyone-done-an-iop-intensive-outpatient-therapy-for-anxiety-and-depression-in-nyc,254,No hashtags found,Depression,No.,IOP for anxiety/de,Yes.,No.,No.,No.,No.,No.,Yes.,The key topic is seeking recommendations for intensive outpatient therapy for anxiety and depression in NYC.
2497,Depression,an Associate,San Diego State University,Depression/Anxiety Talk,10 months,"What do you do when you have a mental breakdown? I have a good job with a good salary and benefits, and I am the breadwinner of my family. I tried to get used to my toxic boss for two years, which gave me depression and anxiety, but now I am not able to get up from the bed and go to the office. This happened 10 years ago, and I had to quit that toxic job to recover. I don't want to quit this time. What to do?",6,6,1,9/21/24 11:15,https://www.fishbowlapp.com/post/what-do-you-do-when-you-have-a-mental-breakdown-i-have-a-good-job-with-a-good-salary-and-benefits-and-i-am-the-breadwinner-of-my,255,No hashtags found,Depression,No.,Mental breakdown management.,Yes.,No.,No.,No.,No.,No.,No.,The main topic is coping with a mental breakdown caused by a toxic work environment and the struggle to balance job responsibilities with personal well-being.
2498,Depression,a Senior Associate,San Diego State University,Confession,a year,"2 years in my first job out of college, and I already had two waves of depression. Tricked into a position after joining, doesn’t align with my skillset or career aspirations at all, have cried from stress and pressure to complete tasks way above my experience and training during my first project. Have tried to be positive and make the most of this, and salary’s enough to pay off loans, but the feeling always creeps back. Currently on my second project, and I have 0 care or bandwidth left.",4,4,0,9/21/24 11:15,https://www.fishbowlapp.com/post/2-years-in-my-first-job-out-of-college-and-i-already-had-two-waves-of-depression-tricked-into-a-position-after-joining-doesnt,256,No hashtags found,Depression,No.,Job dissatisfaction.,Yes.,No.,No.,No.,No.,No.,No.,The main topic is job dissatisfaction and mental health struggles in the workplace.
2499,Depression,a Customer Service Representative,San Diego State University,Retail & Hospitality,a month,What is something I can do to get a job faster? I’ve interviewed at a few places but have not gotten a job yet and it’s been over a month. I don’t know what I’m doing wrong in the interview process since I either never hear from the company again or I get an email saying they are going with someone else. I have bills piling up and it’s making my depression worse. Any advice would help,8,8,0,9/21/24 11:15,https://www.fishbowlapp.com/post/what-is-something-i-can-do-to-get-a-job-faster-ive-interviewed-at-a-few-places-but-have-not-gotten-a-job-yet-and-its-been-over-a,257,No hashtags found,Depression,No.,Job search advice.,Yes.,No.,No.,No.,No.,No.,No.,The key topic is how to get a job faster and seeking advice on improving the interview process.
2500,Depression,a Consultant,San Diego State University,Depression/Anxiety Talk,2 months,"Hey friends! Would love some help. How long does it take you to feel therapy is helpful and thee therapist is a good fit? How do you tell? I have been working with a therapist for 3 months now (mainly depression or anxiety), and have not felt it added much value so wanna quit... But also worry if it's because trhe time is not long enough or I do not realize it's beneficial. 😅",1,8,0,9/21/24 11:16,https://www.fishbowlapp.com/post/hey-friends-would-love-some-help-how-long-does-it-take-you-to-feel-therapy-is-helpful-and-thee-therapist-is-a-good-fit-how-do,258,No hashtags found,Depression,No.,Evaluating therapy progress,Yes.,No.,No.,No.,No.,No.,No.,The key topic is the effectiveness of therapy and how to determine if a therapist is a good fit.
2501,Depression,a Management Consultant,San Diego State University,Confession,7 months,"My father retired over a year ago and since he’s fallen into a deep depression as he’s really struggled to find a purpose/hobbies post retirement. He’s started working part time, but still has a lot of time at home where he’s just sitting around. He isn’t able to be very active as he’s got a bad leg and can’t be on his feet for extended periods of time.

Any ideas on things he could try to get some new routines or hobbies? I feel he’s lacking purpose but struggling to find ways to stay busy..",3,14,0,9/21/24 11:16,https://www.fishbowlapp.com/post/my-father-retired-over-a-year-ago-and-since-hes-fallen-into-a-deep-depression-as-hes-really-struggled-to-find-a-purposehobbies-post,259,No hashtags found,Depression,No.,Retirement and Hobbies,No.,No.,No.,No.,No.,No.,No.,"The main topic is ""struggling to find purpose and hobbies in retirement""."
2502,Depression,a Senior Consultant,San Diego State University,Depression/Anxiety Talk,6 months,"How do you know the difference between burnout and depression? My therapist doesn’t seem to think I’m depressed but finding the motivation to work has been difficult this past year. If I could stay in bed and read I’d be really F’ing happy and if I could do it at a resort by a pool, even better.",10,6,0,9/21/24 11:17,https://www.fishbowlapp.com/post/how-do-you-know-the-difference-between-burnout-and-depression-my-therapist-doesnt-seem-to-think-im-depressed-but-finding-the,260,No hashtags found,Depression,No.,Burnout vs Depression.,Yes.,No.,No.,No.,No.,No.,No.,The key topic is distinguishing between burnout and depression.
2503,Depression,a Consultant 1,San Diego State University,Depression/Anxiety Talk,10 months,"I'm just venting since I keep things to myself. Sometimes I wonder what having a normal mind feels like. I think for someone with anxiety and depression, being productive at work is a big achievement. I can only imagine how successful I would become if I had a normal mind. Feels like my anxiety stops me from speaking up my ideas, my thoughts... My mind stops working then I start trembling... So I just shut up and let other people talk.",13,3,0,9/21/24 11:17,https://www.fishbowlapp.com/post/im-just-venting-since-i-keep-things-to-myself-sometimes-i-wonder-what-having-a-normal-mind-feels-like-i-think-for-someone,261,No hashtags found,Anxiety,No.,Anxiety and productivity.,Yes.,No.,No.,No.,Yes.,No.,No.,"The main topic is the challenges of anxiety and depression in the workplace, including difficulty with productivity and communication."
2504,Depression,a Consultant,San Diego State University,Depression/Anxiety Talk,9 months,"What is the best way to handle the close family member with depression? Should I just ignore that and hoping he would feel better?
Should I ask him how he's doing? Any advice? Thanks",2,9,0,9/21/24 11:18,https://www.fishbowlapp.com/post/what-is-the-best-way-to-handle-the-close-family-member-with-depression-should-i-just-ignore-that-and-hoping-he-would-feel-bettershould,262,No hashtags found,Depression,No.,Handling depression in family.,No.,No.,No.,No.,No.,No.,No.,The key topic is how to handle a close family member with depression.
2505,Depression,a Strategist 1,San Diego State University,Confession,9 months,"How do I get my motivation back for work? I used to be a go getter but currently having hard time getting that fire back. Switched a job couple years back and I like my current job - pay, work, team and everything. Not sure why it's so difficult to get that energy back in me. Perhaps because I was so burnt out at EY? Long vacations didn't help either. I have hobbies outside of work I am passionate about so it's definitely not depression. Any tips?",8,7,1,9/21/24 11:18,https://www.fishbowlapp.com/post/how-do-i-get-my-motivation-back-for-work-i-used-to-be-a-go-getter-but-currently-having-hard-time-getting-that-fire-back-switched-a,263,No hashtags found,Depression,No.,Motivation for work.,Yes.,No.,No.,No.,No.,No.,No.,The main topic is how to regain motivation for work.
2506,Depression,an Associate,San Diego State University,Lawyers with ADHD,a month,"Has anyone taken FMLA leave and know what the process is? I have been depressed for 2 months now and a barely making it. Hours are low, I’m late on deadlines, making mistakes. It’s not like me; I’m usually extremely on top of everything and very ambitious. I can feel that I’m depressed but I just don’t even know where to start to get better. Any tips on the depression front are also appreciated",5,9,1,9/21/24 11:18,https://www.fishbowlapp.com/post/has-anyone-taken-fmla-leave-and-know-what-the-process-is-i-have-been-depressed-for-2-months-now-and-a-barely-making-it-hours,264,No hashtags found,Depression,No.,FMLA leave and depression,Yes.,No.,No.,No.,No.,No.,No.,The key topic is the individual's struggle with depression and their inquiry about the process for taking FMLA leave.
2507,Depression,a Server,San Diego State University,Depression/Anxiety Talk,8 months,"Hi all, I was a server at a small mom and pop diner for almost 4 years, until they let me go for “disrespect”. I said they (the owners) shouldn’t have brought their young child, who had just tested positive for RSV, into the restaurant…. Anyway, I have struggled for years with anxiety/depression, and this job really helped- especially when I had to cut my medication cold turkey because my psychiatrist really screwed me over. But now, I feel myself slipping back, and do not know what to do.",3,8,0,9/21/24 11:19,https://www.fishbowlapp.com/post/hi-all-i-was-a-server-at-a-small-mom-and-pop-diner-for-almost-4-years-until-they-let-me-go-for-disrespect-i-said-they-the-owners,265,No hashtags found,Anxiety,No.,Job loss and mental health,Yes.,No.,No.,No.,No.,No.,No.,The main topic is the struggle with anxiety and depression after losing a job as a server at a small mom and pop diner.
2508,Depression,a Senior Consultant,San Diego State University,Depression/Anxiety Talk,a year,What is the best/most effective book or podcast that you would recommend that improved your depression/anxiety and why?,4,4,3,9/21/24 11:19,https://www.fishbowlapp.com/post/what-is-the-bestmost-effective-book-or-podcast-that-you-would-recommend-that-improved-your-depressionanxiety-and-why,266,No hashtags found,Depression,No.,Mental health resources.,No.,No.,No.,No.,No.,No.,No.,The key topic is recommendations for books or podcasts that can help improve depression and anxiety.
2509,Depression,a Civil Engineer 1,San Diego State University,Engineering,7 months,"In case you're over the seasonal depression- In 3 Sundays, the sun will set after 7pm :)",4,8,0,9/21/24 11:20,https://www.fishbowlapp.com/post/in-3-sundays-the-sun-will-set-after-7pm,267,No hashtags found,Depression,No.,Seasonal depression.,No.,No.,No.,No.,No.,No.,No.,The key topic is the approaching longer daylight hours as a sign of the end of seasonal depression.
2510,Depression,a Product Manager,San Diego State University,Depression/Anxiety Talk,8 months,"Finally getting over severe burn out and a deep depression after about 1.5yrs of going through it, with the help of therapy and some meds. Despite this, I am realizing how much my work was actually impacted even though it didn't raise any red flags. Any tips for getting things back on track and dealing with a very hectic work environment, without falling back into overextending myself at work?",11,4,1,9/21/24 11:20,https://www.fishbowlapp.com/post/finally-getting-over-severe-burn-out-and-a-deep-depression-after-about-1-5yrs-of-going-through-it-with-the-help-of-therapy,268,No hashtags found,Depression,No.,Overcoming burnout and,Yes.,No.,No.,Yes.,No.,No.,Yes.,The key topic is recovering from burnout and depression and seeking tips for managing a hectic work environment without overextending oneself.
2511,Depression,a Work From Home - Entry Level Transcriptionist,San Diego State University,Depression/Anxiety Talk,5 months,"Due to health issues I have lost a bunch of jobs, I have ulcerative colitis, depression, anxiety, ptsd and insomnia.. my physical health is directly affecting my depression. Being sick all the time will mess with your mind, I've been so depressed that I stopped taking care of myself and I don't keep the house clean like before, my house has always been spotless but now I don't have the strength to do it all. I take care of my cleanliness but that's about it. The bare necessities",8,4,0,9/21/24 11:20,https://www.fishbowlapp.com/post/due-to-health-issues-i-have-lost-a-bunch-of-jobs-i-have-ulcerative-colitis-depression-anxiety-ptsd-and-insomnia-my-physical,269,No hashtags found,Depression,No.,Health issues and depression.,No.,No.,No.,No.,No.,No.,Yes.,The main topic is the impact of health issues on mental health and daily life.
2512,Depression,an Analyst 1,San Diego State University,Consulting,a year,"Couldn’t find the appropriate bowl - looking for recommendations or tips to find a good therapist. Based in Chicago and tried TalkSpace previously and didnt find anyone I connected with.
I was diagnosed with anxiety and depression and would also want to focus on addictive behaviors.",6,4,2,9/21/24 11:21,https://www.fishbowlapp.com/post/couldnt-find-the-appropriate-bowl-looking-for-recommendations-or-tips-to-find-a-good-therapist-based-in-chicago-and-tried,270,No hashtags found,Anxiety,No.,Finding a Therapist.,Yes.,No.,No.,No.,No.,No.,No.,"The main topic is seeking recommendations or tips for finding a therapist in Chicago to address anxiety, depression, and addictive behaviors."
2513,Depression,an Intern,San Diego State University,Depression/Anxiety Talk,4 months,"don’t know what to do at this point i feel like giving up in general.

not only i’m being picked on about my weight (that are literally from stress, anxiety, and depression and beyonds) but my mom keeps on praising and talks about my brother working and it honestly feels like they’re both rubbing it on my face making me feel bad all because i don’t have a job (in which i’ve been on a job hunt constantly online)

it does nothing but brings my mentality down more and more and nobody cares.",3,6,0,9/21/24 11:21,https://www.fishbowlapp.com/post/dont-know-what-to-do-at-this-point-i-feel-like-giving-up-in-general-not-only-im-being-picked-on-about-my-weight-that-are-literally-from,271,No hashtags found,Depression,No.,Mental health and unemployment,No.,No.,No.,No.,Yes.,No.,No.,"The main topic is the individual's struggle with feeling picked on about their weight and joblessness, leading to feelings of stress, anxiety, and depression."
2514,Depression,a Consultant 1,San Diego State University,"Federal, Government, and Public Sector",a year,"Is it possible to get a top-secret clearance if you have a history of panic attacks, depression, anxiety? While working at Amazon AWS I had to go on disability 2/1/22. I am better now, as my problem was purely situational to Amazon. I have resigned at Amazon and next month, I start at a company that is going to sponsor me for a top-secret clearance. I am wondering if this could be an obstacle.",2,12,0,9/21/24 11:21,https://www.fishbowlapp.com/post/is-it-possible-to-get-a-top-secret-clearance-if-you-have-a-history-of-panic-attacks-depression-anxiety-while-working-at-amazon-aws,272,No hashtags found,Anxiety,No.,Top-secret clearance and mental,Yes.,No.,No.,No.,No.,No.,No.,"The key topic is whether a history of mental health issues, specifically panic attacks, depression, and anxiety, can be an obstacle to obtaining a top-secret clearance."
2515,Depression,a Consultant,San Diego State University,LGBTQIA+ 🐠,a year,"After moving to Western Europe (BENELUX), I realized that there is a huge epidemy of loneliness/depression within gay men. Its really sad to watch all those souls craving for love/affection.",8,12,0,9/21/24 11:22,https://www.fishbowlapp.com/post/after-moving-to-western-europe-benelux-i-realized-that-there-is-a-huge-epidemy-of-lonelinessdepression-within-gay-men,273,No hashtags found,Depression,No.,Loneliness in gay men,No.,No.,No.,No.,No.,No.,No.,The key topic is the epidemic of loneliness and depression among gay men in Western Europe.
2516,Depression,a Sales,San Diego State University,Confession,4 months,"I’ve worked with two therapists and a psychiatrist. The therapists I worked with for 3 months and 4 months. The psych I saw for an hour. They diagnosed me with PTSD and Bipolar Disorder. I’m no psych expert but I was a little shocked at that. Is that normal to diagnose someone with that after just one hour? Yes, I’m anxious. Ever since I was a kid. And am now in depression but never would have categorized myself as BPD. I have a job, I’ve paid down my student loans from 5 figures to 4 and will",3,37,0,9/21/24 11:23,https://www.fishbowlapp.com/post/ive-worked-with-two-therapists-and-a-psychiatrist-the-therapists-i-worked-with-for-3-months-and-4-months-the-psych-i-saw-for,274,No hashtags found,PTSD,Yes.,Psychiatric diagnosis accuracy.,No.,No.,No.,Yes.,No.,No.,Yes.,The main topic is the author's experience with mental health professionals and their diagnosis of PTSD and Bipolar Disorder after a short evaluation.
2517,Depression,a Technical Recruiter,San Diego State University,Depression/Anxiety Talk,6 months,Medical background checks. I can’t get a job because of my past depression/anxiety and substance abuse issues because employers are now doing medical background checks. Can I change my identity so I have a chance?,3,17,0,9/21/24 11:24,https://www.fishbowlapp.com/post/medical-background-checks-i-cant-get-a-job-because-of-my-past-depressionanxiety-and-substance-abuse-issues-because-employers,275,No hashtags found,Anxiety,No.,Medical background checks. (,Yes.,No.,Yes.,No.,No.,Yes.,No.,The key topic is the impact of medical background checks on job opportunities for individuals with past mental health and substance abuse issues.
2518,Depression,a Solutions Architect 1,San Diego State University,Confession,4 months,I have been on a stressful job search and not myself. Bordering depression and I am not open about the emotional toll especially to her as she’s not quite the empathetic type. Sometimes all I want is just a hug and I get a matter of fact lecture. I did not plan a nice Mother’s Day for my wife and she was upset with me. I then tried to explain my emotions and she proceeded to chide me and say her day sucked. I felt like I just got emotionally stomped on. Did I do anything wrong besides yesterday?,1,6,1,9/21/24 11:24,https://www.fishbowlapp.com/post/i-have-been-on-a-stressful-job-search-and-not-myself-bordering-depression-and-i-am-not-open-about-the-emotional-toll-especially-to,276,No hashtags found,Depression,No.,Emotional stress and communication,Yes.,No.,No.,No.,No.,No.,No.,The main topic is the emotional toll of a stressful job search and the lack of empathy and support from the spouse.
2519,Depression,an Associate,San Diego State University,Confession,6 months,Do you take meds for anxiety and/or depression? Why or why not?,1,9,0,9/21/24 11:24,https://www.fishbowlapp.com/post/do-you-take-meds-for-anxiety-andor-depression-why-or-why-not,277,No hashtags found,Depression,No.,Mental health medication.,No.,No.,No.,Yes.,No.,No.,Yes.,The main topic is medication for anxiety and depression.
2520,Depression,a Consultant,San Diego State University,The Toronto Bowl,9 months,Recommendations on a good therapist or psychologist for depression/burnout?,3,6,1,9/21/24 11:25,https://www.fishbowlapp.com/post/recommendations-on-a-good-therapist-or-psychologist-for-depressionburnout,278,No hashtags found,Depression,No.,Mental health professionals.,Yes.,No.,No.,No.,No.,No.,Yes.,The main topic is seeking recommendations for a therapist or psychologist to address depression/burnout.
2521,Depression,a Management Consultant,San Diego State University,Confession,9 months,I hate my job so much I’m getting anxiety attacks and depression every day from my role. I’ve had such dark thoughts lately and have hit such a low point. I don’t even know what to do anymore. I need to get out.,8,6,0,9/21/24 11:25,https://www.fishbowlapp.com/post/i-hate-my-job-so-much-im-getting-anxiety-attacks-and-depression-every-day-from-my-role-ive-had-such-dark-thoughts-lately-and,279,No hashtags found,Depression,No.,Job dissatisfaction.,Yes.,No.,No.,No.,No.,No.,No.,The main topic is job dissatisfaction and its negative impact on mental health.
2522,Depression,a Management Consultant,San Diego State University,Depression/Anxiety Talk,7 months,I feel like I’ve had depression all my life. Now I’m reverting back to the songs I listened to when I was an angsty teenager. Some things never change.,11,5,0,9/21/24 11:26,https://www.fishbowlapp.com/post/i-feel-like-ive-had-depression-all-my-life-now-im-reverting-back-to-the-songs-i-listened-to-when-i-was-an-angsty-teenager,280,No hashtags found,Depression,No.,Depression and music.,No.,No.,No.,No.,No.,No.,No.,The main topic is the speaker's experience with depression and their return to music from their teenage years as a coping mechanism.
2523,Depression,an Insurance Claims Handler 1,San Diego State University,Insurance,a year,"I saw an interesting video yesterday that talked about the 1930s great depression and compared it to today. Seems that in comparison, they were making an average of 80k a yr if u do a conversion compared to today. Most people do not make anywhere close to that in 2023. Do u think we will see another great depression in the next 5-7 yrs like we did in the 1930s? How do you think we can avoid the same thing happening again?",3,9,0,9/21/24 11:26,https://www.fishbowlapp.com/post/i-saw-an-interesting-video-yesterday-that-talked-about-the-1930s-great-depression-and-compared-it-to-today-seems-that-in,281,No hashtags found,Depression,No.,Possible main topic: Economic,No.,No.,No.,No.,No.,No.,No.,The main topic is the possibility of another great depression and how to avoid it.
2524,Depression,a Manager,San Diego State University,Depression/Anxiety Talk,2 months,"Has anyone came out of depression? If so, what is the difference of quality of life for you.",4,8,0,9/21/24 11:27,https://www.fishbowlapp.com/post/has-anyone-came-out-of-depression-if-so-what-is-the-difference-of-quality-of-life-for-you,282,No hashtags found,Depression,No.,Depression recovery.,No.,No.,No.,No.,No.,No.,No.,The main topic is overcoming depression and its impact on quality of life.
2525,Depression,an Associate,San Diego State University,Consulting,6 months,Seasonal depression exacerbated by a bout of LEK is the worst. At least Spring is bringing one of those 2 things to an end.,3,3,0,9/21/24 11:27,https://www.fishbowlapp.com/post/seasonal-depression-exacerbated-by-a-bout-of-lek-is-the-worst-at-least-spring-is-bringing-one-of-those-2-things-to-an-end,283,No hashtags found,Depression,No.,Seasonal depression.,No.,No.,No.,No.,No.,No.,No.,The key topic is seasonal depression.
2526,Depression,a Manager,San Diego State University,Depression/Anxiety Talk,4 months,"It's becoming increasingly tough for me to force a smile at work and remain positive every day. Despite leading a team and having to be motivating I'm struggling to keep up. I'm barely hanging on, desperately trying to retain my job which feels like it's slipping away. My anxiety is overwhelming, and I'm unsure how much longer I can cope. I feel like I'm suffocating. How do you manage work while dealing with depression?",8,5,0,9/21/24 11:28,https://www.fishbowlapp.com/post/its-becoming-increasingly-tough-for-me-to-force-a-smile-at-work-and-remain-positive-daily-despite-leading-a-team-and-having-to,284,No hashtags found,Depression,Yes.,Managing depression at work.,Yes.,Yes.,No.,No.,Yes.,No.,No.,The key topic is coping with depression in the workplace.
2527,Depression,a Project Manager,San Diego State University,Depression/Anxiety Talk,3 months,"How to answer do you have a disability question when Appling for jobs?

I just recently lost my job of 20 years due to downsizing. Needless to say that doesn't help with my anxiety and depression.

I have applied for a couple of jobs and one of the questions for a few of these is if you have any disabilities in which anxiety, depression, and diabetes were on the list. I have all three. I have been choosing the answer ""I do not with to answer"". How would you answer? Yes, No, or Do Not Wish?",1,7,1,9/21/24 11:28,https://www.fishbowlapp.com/post/how-to-answer-do-you-have-a-disability-question-when-appling-for-jobsi-just-recently-lost-my-job-of-20-years-due-to-downsizing-needless-to,285,No hashtags found,Anxiety,No.,Job application disability disclosure.,Yes.,No.,Yes.,Yes.,No.,Yes.,No.,"The key topic is how to answer the question about having a disability when applying for jobs, specifically when the applicant has anxiety, depression, and diabetes."
