Neurodiversity,Posted By,Employer,Post Type,Time Posted,Content,Likes,Comments,Shares,Timestamp Collected,Post URL,Post ID,hashtags,diseases,medical_advice,topic,workplace_related,medical_medicine_related,discrimination,medicine_related,relational_challenges,social_emotional_challenges,managing_diseases
Depression,a Consultant,San Diego State University,Confession,6 months,Anyone else using depression to focus? - Filtering out non-work activities and only caring about being a high performer. Lol,5.0,9.0,1.0,9/21/24 12:02,https://www.fishbowlapp.com/post/anyone-else-using-depression-to-focus-filtering-out-non-work-activities-and-only-caring-about-being-a-high-performer,364.0,No hashtags found,Depression,No.,Depression and work focus,Yes.,No.,No.,No.,No.,No.,No
Depression,a Senior Accountant,San Diego State University,Depression/Anxiety Talk,a year,Has anyone ever lost a job because of depression or anxiety negatively affecting their performance? I am so terrified that this will happen. I am a single parent and I don’t know what I will do if I lose my job. How do you find another one if you are fired for performance?,7.0,3.0,,9/21/24 12:02,https://www.fishbowlapp.com/post/has-anyone-ever-lost-a-job-because-of-depression-or-anxiety-negatively-affecting-their-performance-i-am-so-terrified-that-this,365.0,No hashtags found,Depression,No.,Job loss due to mental,Yes.,No.,No.,No.,No.,No.,No.
Depression,an Associate,San Diego State University,Depression/Anxiety Talk,a year,"My husband and i generally have a good relationship but everytime we argue, i feel like it hits me harder than it hits him. Once we make peace, he bounces back from it without a scratch. Sometimes, when we argue too frequently, i get severe depression.. i already am diagnosed with minor depression but it really triggers it to escalate… im starting to wonder if the concept of marriage or being with someone is right for me because im so sensitive.. anyone like me?",2.0,4.0,,9/21/24 12:02,https://www.fishbowlapp.com/post/my-husband-and-i-generally-have-a-good-relationship-but-everytime-we-argue-i-feel-like-it-hits-me-harder-than-it-hits-him-once,366.0,No hashtags found,Unknown,No.,Sensitive spouses in marriage.,No.,No.,No.,No.,No.,No.,No.
Depression,a Product Manager,San Diego State University,Depression/Anxiety Talk,a month,I'm 61 and been out of work for 7 months and struggle with depression. Wife unemployed as well. Too young to retire too old to get another job. Not sure what will happen when the money runs out,8.0,3.0,1.0,9/21/24 12:03,https://www.fishbowlapp.com/post/im-61-and-been-out-of-work-for-7-months-and-struggle-with-depression-wife-unemployed-as-well-too-young-to-retire-too-old-to,367.0,No hashtags found,Depression,No.,Job loss and uncertainty.,No.,No.,No.,No.,No.,No.,No.
Depression,a Delivery Driver,San Diego State University,Depression/Anxiety Talk,7 months,Is it counter productive to say that I have a disability (depression/anxiety/etc) on applications?,4.0,6.0,,9/21/24 12:03,https://www.fishbowlapp.com/post/is-it-counter-productive-to-say-that-i-have-a-disability-depressionanxietyetc-on-applications,368.0,No hashtags found,Depression,No.,Disclosing disabilities on applications,Yes.,No.,No.,No.,No.,No.,No.
Depression,a Senior Associate 1,San Diego State University,Depression/Anxiety Talk,6 months,"My job has made me spiral into an ongoing depression. my role is undefined, and i’ve been winging my job pretty much the whole time bouncing between teams. Evals have been consistently strong, except this last one, at “meets some expectations” (when expectations are vague at best). this has made me even more depressed and hopeless. i beg for projects and get little to keep me busy. i’m scared for getting let go but too depressed to job search or do anything about it.",6.0,7.0,,9/21/24 12:04,https://www.fishbowlapp.com/post/my-job-has-made-me-spiral-into-an-ongoing-depression-my-role-is-undefined-and-ive-been-winging-my-job-pretty-much-the-whole,369.0,No hashtags found,Depression,No.,Job-related depression.,Yes.,No.,Yes.,No.,No.,Yes.,No.
Depression,a Senior Associate 1,San Diego State University,Depression/Anxiety Talk,8 months,Great just got the worst performance score in my career so far. Makes my anxiety and depression even worse. Should I just move on to a new company or try to land one at my current company. Feel like this score will be my achilles heel if I stay. What should I do?,5.0,7.0,1.0,9/21/24 12:04,https://www.fishbowlapp.com/post/great-just-got-the-worst-performance-score-in-my-career-so-far-makes-my-anxiety-and-depression-even-worse-should-i-just-move,370.0,No hashtags found,Anxiety,No.,Career performance and anxiety.,Yes.,No.,No.,No.,No.,No.,No.
Depression,a Medical Billing Specialist,San Diego State University,The Worklife Bowl,2 months,"I recently left my job of 3yrs, I was completely drained and mentally exhausted. I suffer from depression and anxiety and have been dealing with it for over 10yrs now. My life has always had a good balance of work and home. As I was noticing I was bringing work home and finding it hard to enjoy my time with my family I knew I had to make a change. I decided to leave my job. The high stress and high work load on one person was exhausting and the hostile environment was terrible to be in.",10.0,1.0,2.0,9/21/24 12:05,https://www.fishbowlapp.com/post/i-recently-left-my-job-of-3yrs-i-was-completely-drained-and-mentally-exhausted-i-suffer-from-depression-and-anxiety-and,371.0,No hashtags found,Depression,No.,Workplace stress and mental,Yes.,No.,No.,No,No.,No.,Yes.
Depression,,San Diego State University,The Worklife Bowl,10 months,Has anyone gotten anxiety / depression meds from Hims or Hers? And did it do anything? I’m a guy.. idk if that makes a difference lol,2.0,3.0,,9/21/24 12:05,https://www.fishbowlapp.com/post/has-anyone-gotten-anxiety-depression-meds-from-hims-or-hers-and-did-it-do-anything-im-a-guy-idk-if-that-makes-a-difference,372.0,No hashtags found,Depression,No.,Mental health medication.,No.,Yes.,No.,Yes.,No.,No.,Yes.
Depression,a Senior Analyst 1,San Diego State University,Depression/Anxiety Talk,9 months,Anyone faced loss of libido and loss of desire due to depression stress and anxiety? Been going through a very tough time at home and wondering if this is normal? How did you overcome it? Please share your thoughts. 35 M here.,5.0,6.0,,9/21/24 12:05,https://www.fishbowlapp.com/post/anyone-faced-loss-of-libido-and-loss-of-desire-due-to-depression-stress-and-anxiety-been-going-through-a-very-tough-time,373.0,No hashtags found,Depression,No.,Loss of libido.,No.,No.,No.,No.,No.,No.,No
Depression,a Senior Manager Creative Services,San Diego State University,Depression/Anxiety Talk,3 months,"Has anyone done a neuropsych eval?

My PCP recommended one, as I've been on Lexapro and adderall for ADHD, but still feeling down, rarely excited or happy, and sometimes foggy.

Sounds like he wants a more comprehensive picture of what the primary issue is: anxiety, depression, or ADHD to guide any medication changes.

My hesitation is it sounds expensive. Family members in the field wonder if a switch to Wellbutrin or more adderall, I'm only on 10mg/day, would be a quicker cheaper fix..",3.0,2.0,2.0,9/21/24 12:06,https://www.fishbowlapp.com/post/has-anyone-done-a-neuropsych-evalmy-pcp-recommended-one-as-ive-been-on-lexapro-and-adderall-for-adhd-but-still-feeling-down,374.0,No hashtags found,Depression,Yes.,"Neuropsych eval,",Yes.,No.,No.,Yes.,No.,No.,Yes.
Depression,an Associate Account Executive,San Diego State University,Parents at Work,a year,"PART 1 Hi fellow parents. Posting for advice, my husband and I are 23 very early in our careers with a 6 month old. I am returning to work next week (debating on start up with not great benefits or a company with good benefits but not a role I am excited for). My husband wants to stay home and watch our son. He is in finance but left his job because I struggled with post partum depression and needed help at home since we don’t live near family and can’t afford to pay for help. I am wondering if",3.0,5.0,,9/21/24 12:06,https://www.fishbowlapp.com/post/part-1-hi-fellow-parents-posting-for-advice-my-husband-and-i-are-23-very-early-in-our-careers-with-a-6-month-old-i-am-returning-to,375.0,No hashtags found,Unknown,No,Working parents' dilemma.,No.,No.,No.,No,No.,No.,No.
Depression,an Associate,San Diego State University,Depression/Anxiety Talk,a month,"I’ve been feeling immense depression and anxiety recently. My first and only love of 7 years passed away unexpectedly in 2021. Though it’s been 3 years, I’ve had periods where grief resurfaces. Recently, I’ve missed her more than ever. She was my safe space, and now I feel alone.

I took time off work to cope, but I feel guilty in doing so. My company has been understanding, but am I being too hard on myself for feeling this way and taking a few days off to get better?",3.0,3.0,,9/21/24 12:07,https://www.fishbowlapp.com/post/ive-been-feeling-immense-depression-and-anxiety-recently-my-first-and-only-love-of-7-years-passed-away-unexpectedly-in-2021,376.0,No hashtags found,Depression,No.,Grief and Work Balance,No.,No.,No.,No.,No.,No.,No.
Depression,a Senior Analyst,San Diego State University,Confession,8 months,"Suffered from anxiety and depression for a long time, i was on an ssri for a couple years and recently came off them. I do not want to be medicated again but symptoms r back. Thinking of getting an esa, but i live in an apt that doesnt allow pets (tho ive seen my neighbors cat). Anyone have experience with getting an esa before getting the pet and convincing ur landlord?",2.0,5.0,,9/21/24 12:07,https://www.fishbowlapp.com/post/suffered-from-anxiety-and-depression-for-a-long-time-i-was-on-an-ssri-for-a-couple-years-and-recently-came-off-them-i-do-not,377.0,No hashtags found,Anxiety,No.,ESA and landlord approval.,No.,No.,No.,Yes.,No.,No.,No.
Depression,a Human Resources Generalist,San Diego State University,Human Resources,a year,"This might be a really silly question. I’m filling out paperwork for my new job and I always get stuck on the Self-Identification of Disabilities. I have Diagnosed depression, anxiety, ADHD and PTSD. However, I do not really know if I can say whether or not it affects “major life activities”. I have never received benefits from the state.

Any help and guidance would be appreciated. ❤️",1.0,4.0,,9/21/24 12:07,https://www.fishbowlapp.com/post/this-might-be-a-really-silly-question-im-filling-out-paperwork-for-my-new-job-and-i-always-get-stuck-on-the-self-identification-of-disabilities,378.0,No hashtags found,Unknown,No.,Self-identification of disabilities,Yes.,No.,No.,No.,No.,No.,No
Depression,a Buyer,San Diego State University,Depression/Anxiety Talk,3 months,"It definitely seems my depression disorder and anxiety kicks up a few notches with being stressed with not making enough at my job. As a single parent I'm terrified of losing everything because I'm falling behind. Trying hard to look for a new job, but not having much luck.
Don't need advice really, just needed to get this thought out of me. I refuse to talk to my adult kids about it, they've enough they're dealing with.",2.0,3.0,,9/21/24 12:08,https://www.fishbowlapp.com/post/it-definitely-seems-my-depression-disorder-and-anxiety-kicks-up-a-few-notches-with-being-stressed-with-not-making-enough-at-my,379.0,No hashtags found,Depression,No.,Job stress and mental health,Yes.,No.,No.,No.,No.,No.,No.
Depression,a Public Relations Account Supervisor,San Diego State University,Depression/Anxiety Talk,a year,Anyone here taken short term disability leave for depression?,4.0,4.0,1.0,9/21/24 12:08,https://www.fishbowlapp.com/post/anyone-here-taken-short-term-disability-leave-for-depression,380.0,No hashtags found,Depression,No.,"Short-term disability, depression",Yes.,No.,No.,No.,No.,No.,No.
Depression,a Business Analyst,San Diego State University,Student Loans,10 months,"Do you think we're in a""silent depression""?",2.0,7.0,,9/21/24 12:09,https://www.fishbowlapp.com/post/do-you-think-were-in-asilent-depression,381.0,No hashtags found,Depression,No.,Economic depression.,No.,No.,No.,No.,No.,No.,No.
Depression,a Navigation Electronics Technician Submarines,San Diego State University,Veteran Bowl,3 months,"Question about VA claims. Im hoping to claim things related to my back (fell down 30ft), electrical shock, and Major Depression. I never thought to tell Doc about those physical things though because I was simply more focused on getting over it and getting back to work. I have NOT done my seperation physical yet but I get out in August24. Am I SOL?",1.0,7.0,,9/21/24 12:09,https://www.fishbowlapp.com/post/question-about-va-claims-im-hoping-to-claim-things-related-to-my-back-fell-down-30ft-electrical-shock-and-major-depression-i-never,382.0,No hashtags found,PTSD,No.,"VA claims, physical injuries",No.,No.,No.,No.,No.,No.,No.
Depression,a Senior Consultant,San Diego State University,Depression/Anxiety Talk,9 months,Hi all. Please help me out here. I got a terrible performance review and my manager has now looped in HR specifying details where I messed up. This job was once my dream job but it’s pushing me to a point of depression. I am on an H1B visa so I cannot afford to lose this job. I am planning to apply for long term disability but please let me know if I can explore other options. 🙏🏻 I am in desperate need of help,7.0,3.0,1.0,9/21/24 12:10,https://www.fishbowlapp.com/post/hi-all-please-help-me-out-here-i-got-a-terrible-performance-review-and-my-manager-has-now-looped-in-hr-specifying-details-where,383.0,No hashtags found,Depression,No.,Job performance and stress.,Yes.,No.,No.,No.,No.,No.,No.
Depression,a Senior Associate 1,San Diego State University,Confession,10 months,I am depression,5.0,8.0,,9/21/24 12:10,https://www.fishbowlapp.com/post/i-am-depression,384.0,No hashtags found,Depression,No.,Mental health.,No.,No.,No.,No.,No.,No.,No
Depression,a Supervisor,San Diego State University,Depression/Anxiety Talk,a year,For the longest time I tolerated my boss. And after 4 years my body and brain gave up and I started having anxiety and went into deep depression. It was bad that I started having panic attacks. Becoz of this I am on disability. I will have to go back to work soon. But I don’t have the stomach to face my boss or be in the same department. What legal course do I have? I had also complained to HR about my boss.,1.0,7.0,,9/21/24 12:10,https://www.fishbowlapp.com/post/for-the-longest-time-i-tolerated-my-boss-and-after-4-years-my-body-and-brain-gave-up-and-i-started-having-anxiety-and-went-into,385.0,No hashtags found,Anxiety,No.,Legal action against boss.,Yes.,No.,No.,No.,No.,No.,No.
Depression,a Senior Business Analyst,San Diego State University,Confession,a year,"How did you get over severe depression, and anxiety? Don’t feel like there’s much to live for anymore. If it wasn’t for my parents and my desire to take care of them in their old age for all they did for me when I was growing up, I would end it all right now.",5.0,5.0,,9/21/24 12:11,https://www.fishbowlapp.com/post/how-did-you-get-over-severe-depression-and-anxiety-dont-feel-like-theres-much-to-live-for-anymore-if-it-wasnt-for-my-parents-and,386.0,No hashtags found,Depression,No.,Overcoming depression and anxiety,No.,No.,Yes.,No.,Yes.,Yes.,No.
Depression,a Claims Adjuster,San Diego State University,Insurance,4 months,"The stress from working in claims has significantly increased my anxiety and depression. I’m constantly on edge, I’m easily agitated, and have developed a negative outlook on life. Does anyone have any advice?",1.0,7.0,,9/21/24 12:11,https://www.fishbowlapp.com/post/the-stress-from-working-in-claims-has-significantly-increased-my-anxiety-and-depression-im-constantly-on-edge-im-easily,387.0,No hashtags found,Anxiety,No.,Work-related stress.,Yes.,No.,No.,No.,No.,No.,No.
Depression,an Engagement Manager,San Diego State University,Depression/Anxiety Talk,6 months,People have noticed that i don’t speak as much as I used to and am quiet. Is that a depression indicator? Also i feel i lack motivation in general,6.0,3.0,,9/21/24 12:12,https://www.fishbowlapp.com/post/people-have-noticed-that-i-dont-speak-as-much-as-i-used-to-and-am-quiet-is-that-a-depression-indicator-also-i-feel-i-lack-motivation,388.0,No hashtags found,Depression,No.,Depression indicator.,Yes.,No.,No.,No.,No.,No.,No.
Depression,an Associate,San Diego State University,Addiction & Sobriety,7 months,"I have a close friend who was recently confronted about his drinking and reckless behavior when he drinks, he claimed to stop for a while but has now resumed drinking and just tries to hide it. I'm worried that he might be feeling shame and guilt about it which will escalate his depression. Any suggestions for how to help him?",1.0,5.0,,9/21/24 12:12,https://www.fishbowlapp.com/post/i-have-a-close-friend-who-was-recently-confronted-about-his-drinking-and-reckless-behavior-when-he-drinks-he-claimed-to-stop,389.0,No hashtags found,Depression,No.,Alcohol addiction and depression,No.,No.,No.,No.,No.,No.,No.
Depression,a Retail Sales Associate 1,San Diego State University,Addiction & Sobriety,5 months,"I know many people have shared thoughts about depression on this bowl. I myself am dual diagnosis as they say - in addition to my alcoholism, I am diagnosed with chronic, severe anxiety and depression. While I have only been sober for 21 months, I have taken medications for my depression since 2000. Sharing this in case it helps others: https://www.nytimes.com/2024/04/25/well/mind/antidepressants-side-effects-anxiety-stress.html?unlocked_article_code=1.nU0.oAiW.Mj9Jry0IJ2gr&smid=url-share",3.0,3.0,,9/21/24 12:13,https://www.fishbowlapp.com/post/i-know-many-people-have-shared-thoughts-about-depression-on-this-bowl-i-myself-am-dual-diagnosis-as-they-say-in-addition-to,390.0,No hashtags found,Anxiety,Yes.,Depression and medication.,No.,No.,No.,Yes.,Yes.,No.,Yes.
Depression,a Technical Recruiter 1,San Diego State University,Depression/Anxiety Talk,a month,Feeling disheartened and betrayed after falling victim to a scam and facing injustice can take a serious toll on our mental health. These experiences can lead to depression and a loss of trust in society. We need dedicated channels that address these issues with the seriousness they deserve. It’s crucial for our communities to have effective ways to report and resolve such problems to rebuild trust and support those affected. Any thoughts?,6.0,6.0,,9/21/24 12:13,https://www.fishbowlapp.com/post/feeling-disheartened-and-betrayed-after-falling-victim-to-a-scam-and-facing-injustice-can-take-a-serious-toll-on-our,391.0,No hashtags found,Depression,No.,Scam and Injustice,No.,No.,No.,No.,No.,No.,No.
Depression,a Certified Child Life Specialist 1,San Diego State University,Grieving Professionals,5 months,May 16 will be 1 year my daddy transitioned. I have been grieving him ever since. I had to take time from work to be with him. He had 3 strokes and major medical procedure. I been back to work since but some of these jobs and companies I have worked for in past 90 days have not been accepting of it. I'm overly stressed. I am on medication for anxiety and depression. I'm currently pursuing bachelor's in hospitality Management. Any advice,7.0,4.0,,9/21/24 12:14,https://www.fishbowlapp.com/post/may-16-will-be-1-year-my-daddy-transitioned-i-have-been-grieving-him-ever-since-i-had-to-take-time-from-work-to-be-with-him-he-had,392.0,No hashtags found,Depression,No.,Grief and work stress,No.,No.,No.,Yes.,No.,No.,No.
Depression,a Customer Service Staff Member,San Diego State University,Staying Healthy,4 months,What tips to do you have for staving off depression when job hunting? I'll be honest: I've fallen out of good habits since I've started doing it.,2.0,3.0,,9/21/24 12:14,https://www.fishbowlapp.com/post/what-tips-to-do-you-have-for-staving-off-depression-when-job-hunting-ill-be-honest-ive-fallen-out-of-good-habits-since-ive,393.0,No hashtags found,Depression,No.,Job hunting and depression.,Yes.,No.,No.,No.,No.,No.,Yes.
Depression,an Associate Consultant,San Diego State University,New York City,4 months,"Struggling, I can’t imagine I’m the only one whose thought this way - if you did how did you move forward

1. I’m in a role I don’t enjoy
2. I think about things I could do instead
3. I think about how I’d get qualified to do that other thing

I either come to the conclusion that the other thing is either:
A) Out of reach bc of time/money/energy required to get there
B) Require a major lifestyle adjustment that I’m not willing make - moving away from community, salary, etc.

Cue depression 🙃",1.0,4.0,1.0,9/21/24 12:14,https://www.fishbowlapp.com/post/struggling-i-cant-imagine-im-the-only-one-whose-thought-this-way-if-you-did-how-did-you-move-forward1-im-in-a-role-i-dont-enjoy-2,394.0,No hashtags found,Depression,No.,Career dissatisfaction and change.,Yes.,No.,Yes.,No.,No.,Yes.,No.
Depression,a Cashier Barista,San Diego State University,Retail & Hospitality,5 months,"I have no sense of smell, I'm deaf, I'm blind in right eye, Im diabetic, I have arthritis in all my joints. I am autistic and bipolar, I have anxiety, depression, PTSD, OCD, ADHD. I have learning disabilities. I'm not good with technology or interacting with other. I can't stand on my feet all day. I've been unemployed for about 8 months. I was in the fast food/restaurant industry for about 10 years but I was constantly job hopping every year cuz it's not a good job field for me.",1.0,5.0,,9/21/24 12:15,https://www.fishbowlapp.com/post/i-have-no-sense-of-smell-im-deaf-im-blind-in-right-eye-im-diabetic-i-have-arthritis-in-all-my-joints-i-am-autistic-and-bipolar,395.0,No hashtags found,Autism,No.,Employment challenges.,No.,No.,No.,No.,No.,No.,No.
Depression,a SPD,San Diego State University,Depression/Anxiety Talk,8 months,"Strange question… has anyone been on medication(s) that has altered your mood causing anxiety/depression etc? If so, what do you do to cope with the change?",2.0,3.0,,9/21/24 12:15,https://www.fishbowlapp.com/post/strange-question-has-anyone-been-on-medications-that-has-altered-your-mood-causing-anxietydepression-etc-if-so-what-do,396.0,No hashtags found,Depression,No.,Medication and mood.,No.,No.,No.,Yes.,No.,No.,Yes.
Depression,an Associate,San Diego State University,Black in Law,6 months,"Have those of you that use prescribed psychotropic meds found that it has affected your abilities as a lawyer? I am being prescribed a low dose anti-depressant for anxiety and I guess depression, but I’m scared I won’t be as good a litigator.. Which is probably a good example of why I need the meds 😅",3.0,5.0,,9/21/24 12:16,https://www.fishbowlapp.com/post/have-those-of-you-that-use-prescribed-psychotropic-meds-found-that-it-has-affected-your-abilities-as-a-lawyer-i-am-being-prescribed,397.0,No hashtags found,Anxiety,No.,Psychotropic meds and lawy,Yes.,No.,No.,Yes.,No.,No.,No
Depression,,San Diego State University,Depression/Anxiety Talk,8 months,"I'm currently at a job that triggers my depression and mild anxiety. I'm choosing to leave at the end of this school year, but am not sure how or what to transition to. I'm sure that I want out of education, but because that's my degree field and the last 24 years of my working life. I need out.",3.0,4.0,1.0,9/21/24 12:16,https://www.fishbowlapp.com/post/im-currently-at-a-job-that-triggers-my-depression-and-mild-anxiety-im-choosing-to-leave-at-the-end-of-this-school-year-but,398.0,No hashtags found,Depression,No.,"Career transition, education.",Yes.,No.,No.,No.,No.,No.,No.
Depression,a Digital Strategy Consultant 1,San Diego State University,Depression/Anxiety Talk,8 months,Lately I feel the anxiety and depression is so overwhelming all I want to do is quit my job. It’s so hard getting out of bed even. I am not functioning well.,5.0,4.0,,9/21/24 12:16,https://www.fishbowlapp.com/post/lately-i-feel-the-anxiety-and-depression-is-so-overwhelming-all-i-want-to-do-is-quit-my-job-its-so-hard-getting-out-of-bed-even-i,399.0,No hashtags found,Depression,No.,Mental health at work,Yes.,No.,No.,No.,No.,No.,No
Depression,"a Still Life Stylist, Prop Stylist 1",San Diego State University,Depression/Anxiety Talk,3 months,"I deal with depression and anxiety all the time, I overthink things to the maximum, I need a remedy to calm my struggles. Suggestions anyone?",1.0,3.0,,9/21/24 12:17,https://www.fishbowlapp.com/post/i-deal-with-depression-and-anxiety-all-the-time-i-overthink-things-to-the-maximum-i-need-a-remedy-to-calm-my-struggles,400.0,No hashtags found,Anxiety,No.,Mental health remedies.,No.,No.,No.,No.,No.,No.,Yes.
Depression,a Financial Analyst,San Diego State University,Depression/Anxiety Talk,3 months,"My company offers counseling benefits through its EAP, but I haven't used them yet. I worry it might get back to my boss and they'll fire me if they find out about my depression that way. Logically, I don't think they can, but I work in an at-will state so who knows? Do you know if EAP counseling is anonymous or even helpful? https://www.cigna.com/knowledge-center/depression-in-the-workplace-approaching-a-depressed-employee",1.0,3.0,,9/21/24 12:17,https://www.fishbowlapp.com/post/my-company-offers-counseling-benefits-through-its-eap-but-i-havent-used-them-yet-i-worry-it-might-get-back-to-my-boss-and-theyll,401.0,No hashtags found,Depression,No,EAP Counseling Anonym,Yes.,No.,No.,No.,No.,No.,Yes.
Depression,an Onsite Senior Coordinator,San Diego State University,Depression/Anxiety Talk,9 months,"Anyone have work deny ADA accommodations for depression? Yes, depression qualifies for ADA accommodations for anyone not knowing. My work denied mine and it led to me being in a very bad place.",3.0,4.0,1.0,9/21/24 12:18,https://www.fishbowlapp.com/post/anyone-have-work-deny-ada-accommodations-for-depression-yes-depression-qualifies-for-ada-accommodations-for-anyone,402.0,No hashtags found,Depression,Yes.,ADA accommodations for depression.,Yes.,No.,Yes.,No.,No.,Yes.,No.
Depression,a Lead Drafter 1,San Diego State University,Engineering,a year,now that seasonal depression is upon us - how do you keep yourself motivated to give your best at work?,1.0,4.0,,9/21/24 12:18,https://www.fishbowlapp.com/post/now-that-seasonal-depression-is-upon-us-how-do-you-keep-yourself-motivated-to-give-your-best-at-work,403.0,No hashtags found,Depression,No.,Seasonal depression and work,Yes.,No.,No.,No.,No.,No.,No.
Depression,an Executive Assistant 1,San Diego State University,Depression/Anxiety Talk,2 months,"Someone help me to understand, I am a Army Veteran, 44 years old, and a mother of 6. I suffer from PTSD. Severe manic bipolar depression, and severe anxiety. I have been with this man for almost 13 years. He is a narcissistic, bipolar Hispanic man who loves to belittle me, make fun of me, put me down in ways that you would never believe, and has a tendency to hurt me just to make his self feel more like a man. I don't know how to get free safely. I'm so scared and extremely unhappy. Help pls",1.0,3.0,,9/21/24 12:19,https://www.fishbowlapp.com/post/someone-help-me-to-understand-i-am-a-army-veteran-44-years-old-and-a-mother-of-6-i-suffer-from-ptsd-severe-manic-bipolar-depression,404.0,No hashtags found,PTSD,No.,Domestic abuse.,No.,No.,Yes.,No.,Yes.,Yes.,No.
Depression,a Director,San Diego State University,Confession,a year,"Depression is a bitch.

That is all.",17.0,3.0,,9/21/24 12:19,https://www.fishbowlapp.com/post/depression-is-a-bitch-that-is-all,405.0,No hashtags found,Depression,No.,Depression.,No.,No.,No.,No.,No.,No.,No.
Depression,a Retired Navy Veteran GUY,San Diego State University,Depression/Anxiety Talk,a month,"Hello all,

I'm looking for advice or guidance on how to explain and make my wife truly understand the struggle of living with major depression / anxiety / severe ADHD/chronic insomnia and the very intense and dark emotional roller coaster ride that feels never-ending. She said she understands but I don't think she truly understands and I may be mistaken. It is really hard for me to understand her emotions and actions when I can't control mine. So any feedback would be greatly appreciated.",6.0,2.0,1.0,9/21/24 12:19,https://www.fishbowlapp.com/post/hello-all-im-looking-for-advice-or-guidance-on-how-to-explain-and-make-my-wife-truly-understand-the-struggle-of-living-with,406.0,No hashtags found,Depression,No.,Explaining mental health struggles,No.,No.,No.,No.,Yes.,No.,No.
Depression,a Coordinator,San Diego State University,Seattle,8 months,Considering a move but I'm really worried about the weather as I've only ever lived in SoCal. Is it as bad as the reputation and is it something you get used to or how many of you have seasonal depression?,1.0,3.0,,9/21/24 12:20,https://www.fishbowlapp.com/post/considering-a-move-but-im-really-worried-about-the-weather-as-ive-only-ever-lived-in-socal-is-it-as-bad-as-the-reputation-and,407.0,No hashtags found,Unknown,No.,"Weather concerns. 

Keyword",No.,No.,No.,No.,No.,No.,No.
Depression,a Consultant 1,San Diego State University,We're Pregnant!,9 months,"Anyone taking Zoloft during pregnancy? I am in week 13 and was diagnosed with depression during my OBGYN appointment. Want to know the side effects like drowsy, etc.?",1.0,4.0,,9/21/24 12:20,https://www.fishbowlapp.com/post/anyone-taking-zoloft-during-pregnancy,408.0,No hashtags found,Depression,Yes.,Zoloft during pregnancy,No.,Yes.,No.,Yes.,No.,No.,Yes.
Depression,an Office Manager 1,San Diego State University,Singles in Chicago,9 months,"I’m a 32 year old woman, last 4 years I spent in deep depression not meeting people and I wasted my time I feel like. I just started a new job at a new company and applied for masters. I’m trying to turn my life around, do you think I have a chance at my age to make friends and find love life long potential partner? As the holidays come around, I hate them because it reminds me of how alone I am with no friends or family and I keep thinking is this my life going to be until I die—alone?",2.0,4.0,,9/21/24 12:20,https://www.fishbowlapp.com/post/im-a-32-year-old-woman-last-4-years-i-spent-in-deep-depression-not-meeting-people-and-i-wasted-my-time-i-feel-like-i-just-started-a-new-rozf-5,409.0,No hashtags found,Depression,No.,Loneliness and relationships.,No.,No.,No.,No.,No.,No.,No.
Depression,a Lead Designer,San Diego State University,Staying Healthy,6 months,Can’t tell if I’m just feeling mild depression but the past couple days feels like I’ve flat lined mentally. I feel numb and emotionless 😐 And my sleep patterns have been up and down. Has anyone else experienced this? And how did you get through it?,8.0,7.0,,9/21/24 12:21,https://www.fishbowlapp.com/post/cant-tell-if-im-just-feeling-mild-depression-but-the-past-couple-days-feels-like-ive-flat-lined-mentally-i-feel-numb-and-emotionless,410.0,No hashtags found,Depression,No.,Mental health; depression,No.,No.,No.,No.,No.,No.,No
Depression,a Senior Analyst,San Diego State University,Depression/Anxiety Talk,5 months,"My depression is skyrocketing. I've applied for hundreds of jobs - most of them, I get ghosted, the few I'm lucky enough to get an interview for, I end up getting the generic ""we're going with someone else"" email. I even received one today saying I'm overqualified. I know I'm not the only one going through this, but it's hitting me extremely hard. Each rejection tanks my self-esteem. I'm terrified of what will happen if I can't find something soon.",12.0,1.0,1.0,9/21/24 12:21,https://www.fishbowlapp.com/post/my-depression-is-skyrocketing-ive-applied-for-hundreds-of-jobs-most-of-them-i-get-ghosted-the-few-im-lucky-enough-to-get-an,411.0,No hashtags found,Depression,No.,Job search and depression.,Yes.,No.,No.,No.,No.,No.,No.
Depression,a Marketing Manager,San Diego State University,Unemployed,3 months,I was laid off in April. I haven’t found anything and I’m applying to everything. Found this job in marketing with a lot of requirements probably senior experience which I have. Salary is $48k. Looks I made it to the first phone screening I have depression with this salary. My last salary was $90k,1.0,4.0,,9/21/24 12:22,https://www.fishbowlapp.com/post/i-was-laid-off-in-april-i-havent-found-anything-and-im-applying-to-everything-found-this-job-in-marketing-with-a-lot-of-requirements,412.0,No hashtags found,Depression,No.,Job search and salary.,Yes.,No.,No.,No.,No.,No.,No.
Depression,a Senior Associate,San Diego State University,Investment Banking - IBD,5 months,how scary is a 6-9 months employment gap. Got severely burnt out and severe depression from my last job and thinking to take half a year for myself. Wanted to check and see how would this be affecting my next job application. Appreciate the advice!,2.0,4.0,,9/21/24 12:22,https://www.fishbowlapp.com/post/how-scary-is-a-6-9-months-employment-gap-got-severely-burnt-out-and-severe-depression-from-my-last-job-and-thinking-to-take-qmql-5,413.0,No hashtags found,Depression,No.,Employment gap.,Yes.,No.,No.,No.,No.,No.,No.
