Neurodiversity,Posted By,Employer,Post Type,Time Posted,Content,Likes,Comments,Shares,Timestamp Collected,Post URL,Post ID
ADHD,an Associate Consultant,,ADHD Professionals,5 months,"It’s been a ROUGH year to say the least, highlights include:
1. Major company reorg, lucky to have not gotten laid off but got shifted to a Program Manager role without any consideration for my skill set/goals
2. Unstable leadership on the program, leadership away for extended periods of time (mat leave, med leave, etc.)
3. Recent ADHD diagnosis, 27F just got formally diagnosed
4. Global events my family abroad has been impacted by war

I took a week off, came back feeling a bit refreshed but..",4.0,3.0,1.0,2024-09-17 22:33:46,https://www.fishbowlapp.com/post/its-been-a-rough-year-to-say-the-least-highlights-include1-major-company-reorg-lucky-to-have-not-gotten-laid-off-but-got-shifted,429
ADHD,a Technical Writer 1,,ADHD Professionals,6 months,Does anyone get moments of ADHD at work. I accidentally started rapping at work my team lead to quit it or go home. Has anyone else ever done stuff like this.,4.0,5.0,,2024-09-18 12:15:49,https://www.fishbowlapp.com/post/does-anyone-get-moments-of-adhd-at-work-i-accidentally-started-rapping-at-work-my-team-lead-to-quit-it-or-go-home-has-anyone,430
ADHD,a Director,,Staying Healthy,5 months,"I was having a hard time focusing at work, and YEARS AGO (in college) I was on Aderall. I went to my doctor and asked if I could get it again. I have only been taking it 3 weeks and I’m down 15 pounds. I have energy, I’m focused at work, and I’m eating significantly less. This made me question if I actually had ADHD or if it’s just a great pill for weight loss. Anyone else experience this?",4.0,7.0,,2024-09-18 12:16:20,https://www.fishbowlapp.com/post/i-was-having-a-hard-time-focusing-at-work-and-years-ago-in-college-i-was-on-aderall-i-went-to-my-doctor-and-asked-if-i-could-get,431
ADHD,a Manager 1,,ADHD Consultants,3 months,"I don’t know if this is ADHD related but I struggle with discerning sarcasm. I’ve encountered a few sarcastic coworkers and in the moment, I don’t know if they are joking or not, so my response is usually awkward 😖 I usually take things quite literally",1.0,8.0,,2024-09-18 12:16:43,https://www.fishbowlapp.com/post/i-dont-know-if-this-is-adhd-related-but-i-struggle-with-discerning-sarcasm-ive-encountered-a-few-sarcastic-coworkers-and,432
ADHD,an Associate Consultant,,ADHD Consultants,5 months,Do you have a solid sleep schedule? The sheer thrill of pulling an all-nighter and somehow producing a brilliant report is an ADHD superpower...and a terrible habit.,2.0,5.0,,2024-09-18 12:17:12,https://www.fishbowlapp.com/post/do-you-have-a-solid-sleep-schedule-the-sheer-thrill-of-pulling-an-all-nighter-and-somehow-producing-a-brilliant-report-is,433
ADHD,a Management Consultant 1,,ADHD Consultants,3 months,Do you go to your pcp or a psychiatrist for your ADHD prescription?,1.0,11.0,,2024-09-18 12:17:35,https://www.fishbowlapp.com/post/do-you-go-to-your-pcp-or-a-psychiatrist-for-your-adhd-prescription,434
ADHD,an Associate,,ADHD Professionals,2 months,Do you find it difficult to start a new career while having ADHD? Like it’s almost safer to stay where you are.,4.0,5.0,,2024-09-18 12:17:59,https://www.fishbowlapp.com/post/do-you-find-it-difficult-to-start-a-new-career-while-having-adhd-like-its-almost-safer-to-stay-where-you-are,435
ADHD,a Consultant,,ADHD Consultants,8 months,Anyone from Toronto here? I am looking to get an idea of how to get tested for ADHD and what would it cost. Thanks!,2.0,9.0,,2024-09-18 12:18:27,https://www.fishbowlapp.com/post/anyone-from-toronto-here-i-am-looking-to-get-an-idea-of-how-to-get-tested-for-adhd-and-what-would-it-cost-thanks,436
ADHD,a Senior Manager,,ADHD Professionals,2 months,"Qelbree - does anyone have any success stories? I only see stories of terrible side effects online. I find it hard to believe my dr would prescribe if it’s so poorly tolerated. (He want me to try this bc while Vyvance and stimulants helpmy adhd, they cause terrible insomnia and I need my sleep) Strattera was not effective.",1.0,10.0,1.0,2024-09-18 12:18:56,https://www.fishbowlapp.com/post/qelbree-does-anyone-have-any-success-stories-i-only-see-stories-of-terrible-side-effects-online-i-find-it-hard-to-believe,437
ADHD,an Associate,,Big Law,15d,"Does anyone else feel like sometimes their ADHD makes it difficult to get through tasks in a reasonable time and feel guilty about how long it takes?

How do you navigate this? I sometimes write off my own time because I am embarrassed it took so long. Like I know it shouldn’t take me as long as it does, but I don’t feel like it’s appropriate to mention to the partner why I struggle to get things done in a more timely manner and fear it would result in less work coming my way if I did.",5.0,5.0,,2024-09-18 12:19:14,https://www.fishbowlapp.com/post/does-anyone-else-feel-like-sometimes-their-adhd-makes-it-difficult-to-get-through-tasks-in-a-reasonable-time-and-feel-guilty,438
ADHD,an Attorney,,Lawyers with ADHD,8 months,"The sad hard truth is that I will never be able to do this job like someone who is neurotypical. It’s not that I am bad at what I do. It’s genuinely due to the realness of my ADHD. It’s something others can’t understand. Fear of rejection, failure, overwhelming workload, the boredom of the work in general-simply doesn’t work for me. I become paralyzed and overthink it all. I have faith that the world is evolving and they will make environments for people like us. I have to keep the faith.",10.0,6.0,,2024-09-18 12:19:39,https://www.fishbowlapp.com/post/the-sad-hard-truth-is-that-i-will-never-be-able-to-do-this-job-like-someone-who-is-neurotypical-its-not-that-i-am-bad-at-what-i,439
ADHD,an Attorney,,Lawyers with ADHD,2 months,"Has anyone used the career coaching at JD Nation? I’m really lost in my career and have been considering a career coach. I found JD Nation by Annie Little, former attorney and career coach who specializes in helping attorneys with ADHD. Each coaching session is $500 so it’s a bit expensive but I really need some guidance because Ive hated every legal job I’ve had so far and am considering leaving the profession.",4.0,6.0,3.0,2024-09-18 13:13:58,https://www.fishbowlapp.com/post/has-anyone-used-the-career-coaching-at-jd-nation-im-really-lost-in-my-career-and-have-been-considering-a-career-coach-i-found,440
ADHD,,,,,,,,,2024-09-18 13:14:10,https://www.fishbowlapp.com/post/hi-guys-i-am-a-recent-grad-from-harvard-business-school-working-on-a-startup-aimed-at-increasing-access-to-effective-care-ubva-5,441
ADHD,,,ADHD Professionals,9 months,"After pregnancy and Covid, it seems that my ADHD are out of control - brain fog, inability to start tasks let alone complete them, zero short term memory. I take Adderall, but it makes me feel like I’m going to fall asleep. Today I tried a second dose (from 10 mg to 20), and I had to go take a nap. What is going on? Could there be something else wrong with me?",4.0,5.0,,2024-09-18 13:15:51,https://www.fishbowlapp.com/post/after-pregnancy-and-covid-it-seems-that-my-adhd-are-out-of-control-brain-fog-inability-to-start-tasks-let-alone-complete,442
ADHD,a Consultant,,Londoners in Consulting,6 months,"Pertaining to fishes with diagnosed ADHD:
Did you receive diagnosis through the NHS or privately? The NHS system is completely crap and takes literally forever (which I think is deliberate). If privately, where did you go and were you satisfied by the expert(s)? I’ve seen great adult ADHD experts online that I’d love to get in touch with but they’re sadly based in the US and I’d like to know about similar experts in London from folks that have had relevant experience.
Thanks in advance!",3.0,7.0,,2024-09-18 13:16:30,https://www.fishbowlapp.com/post/pertaining-to-fishes-with-diagnosed-adhddid-you-receive-diagnosis-through-the-nhs-or-privately-the-nhs-system-is-completely,443
ADHD,an Associate,,Lawyers with ADHD,7 months,"Managing stress with ADHD is hard. Today, I was focused and productive in the morning, then a fire drill happened and I became extremely stressed and dysregulated, then I had a hard time getting back to baseline and finishing other work. What do you do in the middle of fire drills to remain at baseline so you can keep being productive afterward?",6.0,8.0,1.0,2024-09-18 13:16:59,https://www.fishbowlapp.com/post/managing-stress-with-adhd-is-hard-today-i-was-focused-and-productive-in-the-morning-then-a-fire-drill-happened-and-i-became,444
ADHD,a Credit Risk Manager,,ADHD Professionals,21d,"Has anyone tried or been recommended recreational cannabis for their ADHD? My psychiatrist is recommending I try a small dose recreational edible for sleep at night, since being medicated has somehow made my insomnia worse. I've never smoked or anything, so just wanted to ask if this has worked for anyone else before trying it. According to this it's backed by science.",1.0,5.0,,2024-09-18 13:17:17,https://www.fishbowlapp.com/post/has-anyone-tried-or-been-recommended-recreational-cannabis-for-their-adhd-my-psychiatrist-is-recommending-i-try-a-small,445
ADHD,a Senior Account Executive,,Sales,5 months,"I discussed with my manager that company changes were impacting me heavily as a Neurodiverse person with ADHD, he told me he had no idea what ADHD is and knew nothing about it or anything neuro diverse. The company is FULL of ND employees. There are 3 ND people in his team.
How do you manage people you don't understand? ADHD and autism are recognised disabilities.
How would you handle this? I want to speak up effectively but am shocked he hasn't googled it in 6 yrs I've been there.",7.0,5.0,,2024-09-18 13:17:40,https://www.fishbowlapp.com/post/i-discussed-with-my-manager-that-company-changes-were-impacting-me-heavily-as-a-neurodiverse-person-with-adhd-he-told-me,446
ADHD,a Chief Executive Officer,,ADHD Consultants,4 months,"No surprise that a driver behind this uptick is more girls are getting diagnosed.

ADHD cases are up. 7 million U.S. kids have gotten a diagnosis, study finds : Shots - Health News

https://www.npr.org/sections/shots-health-news/2024/05/23/1252941968/adhd-diagnoses-are-rising-1-in-9-u-s-kids-have-gotten-one-new-study-finds",3.0,4.0,,2024-09-18 13:18:02,https://www.fishbowlapp.com/post/no-surprise-that-a-driver-behind-this-uptick-is-more-girls-are-getting-diagnosed-adhd-cases-are-up-7-million-u-s-kids-have-gotten,447
ADHD,a Consultant 1,,Consulting,2 months,I know I’ve seen posts regarding this but can’t find them now. How are yall getting your adhd medication? Do you have to see the provider monthly for new meds? What kind of provider do you use (pcp/psychatrist/neoro)? I think I’ve seen posts about finding someone on zocdoc but can’t find it. Any info would be greatly appreciated! NOVA if that matters. TIA,3.0,8.0,1.0,2024-09-18 13:18:26,https://www.fishbowlapp.com/post/i-know-ive-seen-posts-regarding-this-but-cant-find-them-now-how-are-yall-getting-your-adhd-medication-do-you-have-to-see-the,448
ADHD,a Marketer 1,,ADHD Professionals,a year,"I’ve discovered many interests and skills in my current role that I’d love to explore. I’ve learned how adhd & autism present in remote positions and it turns out I’m really good at recognizing patterns, data, and learning how to make processes more efficient. I’d like to explore marketing analytics m, data analysis, etc. how can I start?",8.0,6.0,1.0,2024-09-18 13:18:50,https://www.fishbowlapp.com/post/ive-discovered-many-interests-and-skills-in-my-current-role-that-id-love-to-explore-ive-learned-how-adhd-autism-present,449
ADHD,a 3D Animator,,ADHD Professionals,8d,How do you stop yourself from getting ADHD Paralysis when looking for work? Sometimes I just get so caught up in my head I don't even want to click the submit button.,6.0,2.0,,2024-09-18 13:19:08,https://www.fishbowlapp.com/post/how-do-you-stop-yourself-from-getting-adhd-paralysis-when-looking-for-work-sometimes-i-just-get-so-caught-up-in-my-head-i-dont,450
ADHD,an Operations Supervisor,,ADHD Professionals,a month,"Sharing this podcast I recently listened to about forgiving your coping mechanisms and other behaviors that are a part of or because of our ADHD. It's all about ""forgiving your worst self."" It's an easy listen and really made me feel better today, hope it can help someone else.",17.0,1.0,1.0,2024-09-18 13:20:28,https://www.fishbowlapp.com/post/sharing-this-podcast-i-recently-listened-to-about-forgiving-your-coping-mechanisms-and-other-behaviors-that-are-a-part,452
ADHD,,,,,,,,2.0,2024-09-18 13:20:39,https://www.fishbowlapp.com/post/lesson-from-my-adhd-coach-3-be-clear-of-your-purpose-one-thing-i-struggle-with-is-having-too-many-priorities-or-not-being-able,453
ADHD,a Consultant 1,,ADHD Professionals,2 months,"Finding affordable and effective ADHD treatment is hard. Our startup is on a mission to solve that. We connect you with licensed occupational therapists who adopt a proactive approach and provide remedial tools and practical techniques based on your own unique situation. We handle insurance. You only need to pay the copay. We are launching a 2nd pilot. 

Secure your spot at this bit.ly/4cXQjuW, and for more info, email us @ hello@evoai.online for questions. ",2.0,3.0,1.0,2024-09-18 13:22:07,https://www.fishbowlapp.com/post/finding-affordable-and-effective-adhd-treatment-is-hard-our-startup-is-on-a-mission-to-solve-that-we-connect-you-with,454
ADHD,a Family Law Attorney,,Lawyers with ADHD,7 months,"I know we talk a lot about overcoming things tied to our ADHD, but do you ever find that you're succeeding in this field because of it and not despite it? Just pulled an all-nighter fueled by hyperfocus and nailed a killer brief I would NEVER have produced under normal conditions. ADHD chaotic energy for the win!",9.0,3.0,,2024-09-18 13:22:25,https://www.fishbowlapp.com/post/i-know-we-talk-a-lot-about-overcoming-things-tied-to-our-adhd-but-do-you-ever-find-that-youre-succeeding-in-this-field-because-of,455
ADHD,an Advocate,,ADHD Professionals,9 months,"If you’re struggling with depression, and subsequently insomnia, plus adhd symptoms, what do you tell your employer as to the reason you’re taking a sick day? Insomnia being the biggest reason but I doubt that mental health is tolerated as a reason? I don’t want to lie but it just seems that mental health is never accepted despite being in mental health full time. Would love some guidance.",3.0,6.0,1.0,2024-09-18 13:22:48,https://www.fishbowlapp.com/post/if-youre-struggling-with-depression-and-subsequently-insomnia-plus-adhd-symptoms-what-do-you-tell-your-employer-as-to-the,456
ADHD,an Associate,,Toronto Consulting,8 months,Anyone here got Adult ADHD diagnosis? Looking to navigate workplace accommodations/ disclosures and drawbacks. TIA,2.0,5.0,,2024-09-18 13:23:01,https://www.fishbowlapp.com/post/anyone-here-got-adult-adhd-diagnosis-looking-to-navigate-workplace-accommodations-disclosures-and-drawbacks-tia,457
ADHD,an Associate,,Lawyers with ADHD,5 months,"I posted in the Law bowl about where people work when they struggle working from home. Someone commented that it was a discipline issue and it piqued my curiosity —

How do you distinguish between your ADHD and a lack of discipline? My thought was if it was a lack of discipline, I wouldn’t be able to do work anywhere, but I can, so it seems weird to me that it would just be a lack of discipline. Curious to hear others’ thoughts about identifying the line between ADHD and discipline.",1.0,3.0,1.0,2024-09-18 13:23:23,https://www.fishbowlapp.com/post/i-posted-in-the-law-bowl-about-where-people-work-when-they-struggle-working-from-home-someone-commented-that-it-was-a-discipline,458
ADHD,a Recruiter,,ADHD Professionals,6 months,"Coming back from ADHD/PTSD burnout, as a self-employed?
I'm a self-employed recruiter who *crushed it* in '22 & since Jul'22 I haven't made even 1 placement. Living on savings &now it is crisis time.
I sought treatment in Fall '22 for emotional dysregulation/PTSD&am now finally treating the ADHD I've had all my life &was diagnosed w/in '18 w/meds &coaching. Has anyone come back from this kind of thing? How long, how'd you do it? I have no drive, no matter how hard I try. I lost my mojo!",6.0,2.0,,2024-09-18 13:23:36,https://www.fishbowlapp.com/post/coming-back-from-adhdptsd-burnout-as-a-self-employedim-a-self-employed-recruiter-who-crushed-it-in-22-since-jul22-i-havent-made,459
ADHD,a Brand Strategist 1,,Parents at Work,7 months,Is anyone here helping their child manage their ADHD? Any pointers? Our kid is in 3rd grade and is very forgetful and can't focus.,2.0,7.0,1.0,2024-09-18 13:24:00,https://www.fishbowlapp.com/post/is-anyone-here-helping-their-child-manage-their-adhd-any-pointers-our-kid-is-in-3rd-grade-and-is-very-forgetful-and-cant,460
ADHD,an Associate Attorney,,ADHD Professionals,a month,"Is anyone else on Wegovy and ADHD medication? I’ve lost 30+ lbs, but I feel like my concentration has taken a huge hit. I’m on Adderall IR 10mg, 1-3x day as needed. I used to get by with one dose most days & even skip it some days. But lately, it feels like pulling teeth to make it through the work day. Even after two doses, I feel like I can’t settle in and concentrate until mid-afternoon - so I end up working later and losing sleep. Anyone else struggle with this or have suggestions?",3.0,3.0,2.0,2024-09-18 13:24:19,https://www.fishbowlapp.com/post/is-anyone-else-on-wegovy-and-adhd-medication-ive-lost-30-lbs-but-i-feel-like-my-concentration-has-taken-a-huge-hit-im-on-adderall-ir,461
ADHD,an Associate Creative Director,,ADHD Professionals,2 months,HI ADHD here. Have anyone found any AI tool That can help you?,3.0,3.0,2.0,2024-09-18 13:24:31,https://www.fishbowlapp.com/post/hi-adhd-here-have-anyone-found-any-ai-tool-that-can-help-you,462
ADHD,a Manager 1,,ADHD Professionals,9 months,Seeing a lot of advertisements for apps that claim to help ADHD. I'm tempted and I'm unmedicated (long story) and struggling with all the things. Anyone tried any? Any you'd recommend or call BS?,3.0,3.0,,2024-09-18 13:24:44,https://www.fishbowlapp.com/post/seeing-a-lot-of-advertisements-for-apps-that-claim-to-help-adhd-im-tempted-and-im-unmedicated-long-story-and-struggling,463
ADHD,a Senior Manager Creative Services,,Depression/Anxiety Talk,3 months,"Has anyone done a neuropsych eval?

My PCP recommended one, as I've been on Lexapro and adderall for ADHD, but still feeling down, rarely excited or happy, and sometimes foggy.

Sounds like he wants a more comprehensive picture of what the primary issue is: anxiety, depression, or ADHD to guide any medication changes.

My hesitation is it sounds expensive. Family members in the field wonder if a switch to Wellbutrin or more adderall, I'm only on 10mg/day, would be a quicker cheaper fix..",3.0,2.0,2.0,2024-09-18 13:25:07,https://www.fishbowlapp.com/post/has-anyone-done-a-neuropsych-evalmy-pcp-recommended-one-as-ive-been-on-lexapro-and-adderall-for-adhd-but-still-feeling-down,464
ADHD,,,Consulting,6 months,"Hi folks! I am a 2nd year MBA at Harvard Business School and was a consultant before HBS. I am working on a startup to improve accessibility and quality of care for adults with ADHD (especially consultants), a project originated from my own struggles in finding proper care and support. I'd would to learn your experience with ADHD care through a 20-min interview. Your input will be very valuable. If you're open to sharing, please DM me or email me at zzhou@mba2024.hbs.edu.",5.0,1.0,2.0,2024-09-18 13:25:20,https://www.fishbowlapp.com/post/hi-folks-i-am-a-2nd-year-mba-at-harvard-business-school-and-was-a-consultant-before-hbs-i-am-working-on-a-startup-to-improve,465
ADHD,an Associate,,Sales,8 months,What’s your favorite way to distract your brain during ADHD moments to stay focused?,3.0,6.0,,2024-09-18 13:25:42,https://www.fishbowlapp.com/post/whats-your-favorite-way-to-distract-your-brain-during-adhd-moments-to-stay-focused,466
ADHD,an Analyst,,ADHD Professionals,9 months,What are some resources I could seek to get low cost resources for my medication management and treatment for adhd? I was laid off in march and lost my health insurance and then started working as a contractor with no health benefits.. please advise I make so little it frustrates me without having health insurance,3.0,4.0,,2024-09-18 13:26:05,https://www.fishbowlapp.com/post/what-are-some-resources-i-could-seek-to-get-low-cost-resources-for-my-medication-management-and-treatment-for-adhd-i-was-laid,467
ADHD,a Programmer,,Addiction & Sobriety,6 months,Has anyone else here struggled with addiction to a prescription drug like ADHD medication? I have no idea how to cope and still be a functioning human being.,2.0,5.0,,2024-09-18 13:26:29,https://www.fishbowlapp.com/post/has-anyone-else-here-struggled-with-addiction-to-a-prescription-drug-like-adhd-medication-i-have-no-idea-how-to-cope-and-still,468
ADHD,an Associate,,Lawyers with ADHD,7 months,"I’m so tired of having ADHD. No one in my life understands how fundamentally exhausted I am from masking all week, pivoting between multiple clients during the day, managing my workload and the people below me, plus time and all the admin. They always ask me to do things on the weekend but can’t understand how I just need to lay in bed alone for two straight days a week or else I can’t function the other five. They get mad at me for ignoring them but I’m just so burnt out.",14.0,3.0,,2024-09-18 13:26:51,https://www.fishbowlapp.com/post/im-so-tired-of-having-adhd-no-one-in-my-life-understands-how-fundamentally-exhausted-i-am-from-masking-all-week-pivoting-between,469
ADHD,a Senior Research Analyst,,ADHD Professionals,10 months,"Wanting to hire a personal assistant for like 2-3 hours a month to do all the menial phone calls/scheduling/paying bills/researching toasters for our ADHD household. Any advice on how to find someone? I see listings on care and upwork, not sure how to safely vet or interview people who will be handling private information.",2.0,5.0,1.0,2024-09-18 13:27:14,https://www.fishbowlapp.com/post/wanting-to-hire-a-personal-assistant-for-like-2-3-hours-a-month-to-do-all-the-menial-phone-callsschedulingpaying-billsresearching-toasters,470
ADHD,a Senior Account Executive,,PR and Communications,a year,Tips for working with ADHD?,4.0,3.0,1.0,2024-09-18 13:27:27,https://www.fishbowlapp.com/post/tips-for-working-with-adhd,471
ADHD,an Associate,,Lawyers with ADHD,5 months,Law school didn't prepare me for the reality of how my ADHD brain functions on the job. Anyone else feel blindsided?,6.0,6.0,,2024-09-18 13:27:40,https://www.fishbowlapp.com/post/law-school-didnt-prepare-me-for-the-reality-of-how-my-adhd-brain-functions-on-the-job-anyone-else-feel-blindsided,472
ADHD,an Accountant,,The Worklife Bowl,9 months,"Anyone here with ADHD and perpetual head music? It's fantastic to have a built in mp3 player 24/7 when it plays music all day in your head. No need for the video or headphones or anything! Every waking second, there's music.

It's NOT great when you can't figure out how to write that email or understand why the analysis shows a massive month to month swing AND instead of a whole song, you have that one line of lyric playing for 8 hours.

Head radio is great, but only when it isn't broken 🤣",9.0,3.0,1.0,2024-09-18 13:28:02,https://www.fishbowlapp.com/post/anyone-here-with-adhd-and-perpetual-head-music-its-fantastic-to-have-a-built-in-mp3-player-247-when-it-plays-music-all-day,473
ADHD,an Associate,,Lawyers with ADHD,6 months,I get sidetracked while working and cut my hours out of guilt. It’s killing me. How tf do you bill 8 hrs a day with ADHD? Serious question.,5.0,2.0,,2024-09-18 13:28:15,https://www.fishbowlapp.com/post/i-get-sidetracked-while-working-and-cut-my-hours-out-of-guilt-its-killing-me-how-tf-do-you-bill-8-hrs-a-day-with-adhd-serious,474
ADHD,a Designer,,ADHD Professionals,5d,Real talk. How do I tell my mangers that I have adhd and autism? I feel like whenever we have meetings about neurodivergency it gets overlooked by all the other things the agency is doing. I feel alone and like I can’t keep other with what others are doing. All I say to myself is try harder but now I’m getting burnt out. I feel like professional resources for this when you’re an adult is harder to get but i guess I’ll keep keeping it to myself. Don’t want to be looked at/perceived differently,3.0,7.0,,2024-09-18 13:28:37,https://www.fishbowlapp.com/post/real-talk-how-do-i-tell-my-mangers-that-i-have-adhd-and-autism-i-feel-like-whenever-we-have-meetings-about-neurodivergency,475
ADHD,a Manager Advisory Services,,ADHD Professionals,4 months,"Anyone diagnosed as ADHD or AuDHD receive a security clearance? I saw a job I am interested in, but I was wondering if my history will be a barrier",1.0,5.0,,2024-09-18 13:29:05,https://www.fishbowlapp.com/post/anyone-diagnosed-as-adhd-or-audhd-receive-a-security-clearance-i-saw-a-job-i-am-interested-in-but-i-was-wondering-if-my-history,476
ADHD,,,ADHD Professionals,a year,Anyone else have Raynauds? How do you manage your ADHD symptoms and this?,3.0,2.0,,2024-09-18 17:43:06,https://www.fishbowlapp.com/post/anyone-else-have-raynauds-how-do-you-manage-your-adhd-symptoms-and-this,478
ADHD,an Associate,,Big Law,4 months,Anyone here from Goodwin that participated in this program for lawyers with ADHD? Would love to hear about it as I’m hoping to replicate it/make something similar happen in my own firm. https://abovethelaw.com/2024/05/biglaw-firms-outreach-for-attorneys-with-adhd/,7.0,1.0,,2024-09-18 17:44:00,https://www.fishbowlapp.com/post/anyone-here-from-goodwin-that-participated-in-this-program-for-lawyers-with-adhd-would-love-to-hear-about-it-as-im-hoping,479
ADHD,a CEO and Attorney,,Lawyers with ADHD,6 months,"Hi All - can anyone recommend an NYC based psychiatrist that treats ADHD with natural supplements? Also, has anyone tried Nootropics as a substitute for
Adderall?",2.0,11.0,,2024-09-18 17:44:23,https://www.fishbowlapp.com/post/hi-all-can-anyone-recommend-an-nyc-based-psychiatrist-that-treats-adhd-with-natural-supplements-also-has-anyone-tried-nootropics,480
ADHD,a Manager 1,,ADHD Consultants,6 months,"Sigh.. really struggling today mentally. I’m not happy with where I’m at right now. My job seems to forget that I have ADHD, and totally disregards my needs. Sigh. So depressed rn. I just can’t deal with it.",2.0,12.0,,2024-09-18 17:44:57,https://www.fishbowlapp.com/post/sigh-really-struggling-today-mentally-im-not-happy-with-where-im-at-right-now-my-job-seems-to-forget-that-i-have-adhd-and-totally,481
ADHD,an Associate 1,,Lawyers with ADHD,5 months,anyone use wellbutrin for adhd?,1.0,6.0,,2024-09-18 17:45:21,https://www.fishbowlapp.com/post/anyone-use-wellbutrin-for-adhd,482
ADHD,a Teacher 1,,Parents at Work,a month,"Has anyone had a child diagnosed with PANDAS? I’m afraid this is what’s going on after 2 years of recurrent strep and increasingly concerning behavioral health symptoms with my 8yo. Doctors keep pushing meds for ADHD/Depression, but these episodes just do not seem like my child.",1.0,7.0,,2024-09-18 17:45:44,https://www.fishbowlapp.com/post/has-anyone-had-a-child-diagnosed-with-pandas-im-afraid-this-is-whats-going-on-after-2-years-of-recurrent-strep-and-increasingly,483
ADHD,a Partner,,Lawyers with ADHD,10 months,"Hi everyone -

You may want to check out The Authentic Lawyer Summit on Nov 15.

It's completely free, and they have an entire segment from 11am-2pm EST where people will be talking about their experiences as someone with ADHD in the legal profession.

There will be plenty of people attending who are curious about ADHD (but don't have ADHD), so you won't be 'outing' yourself by attending.

Fully virtual. Completely free. Open to everyone in the profession.

Authenticlawyersummit.com",12.0,0.0,6.0,2024-09-18 17:46:13,https://www.fishbowlapp.com/post/hi-everyone-you-may-want-to-check-out-the-authentic-lawyer-summit-on-nov-15-its-completely-free-and-they-have-an-entire-segment,484
ADHD,a Library Aide,,ADHD Professionals,a year,"First off, I haven’t been diagnosed with ADHD yet.

Since the onset of Covid my employment has fluctuated and can’t seem to pinpoint my next career move. My primary experience is as an Educator. I was hell bent on securing a government job with the city/county in human services roles and have no problem securing interviews but offers are another story. As an alternative, I earned a few Google certificates including Cybersecurity but Tech is proving to be even more challenging.",2.0,8.0,,2024-09-18 17:46:27,https://www.fishbowlapp.com/post/first-off-i-havent-been-diagnosed-with-adhd-yet-since-the-onset-of-covid-my-employment-has-fluctuated-and-cant-seem-to-pinpoint,485
ADHD,a BAR Manager,,ADHD Professionals,a month,"Working in a bar seems to be the only thing I can do with any regularity with my ADHD, but it's horrible for my bad habits. I manage a bar on the weekend and whenever I'm there I smoke cigarettes, drink after work with colleagues and stay up late, making my daytime job hard on Mondays. What do I do? I love the hours and the work is so much less draining than my weekly office job.",4.0,2.0,1.0,2024-09-18 17:46:55,https://www.fishbowlapp.com/post/working-in-a-bar-seems-to-be-the-only-thing-i-can-do-with-any-regularity-with-my-adhd-but-its-horrible-for-my-bad-habits-i-manage-a,486
ADHD,a Consultant 1,,Career Advice for Students,7 months,What are your views on if you should disclose something like adhd on an application?,4.0,4.0,1.0,2024-09-18 17:47:07,https://www.fishbowlapp.com/post/what-are-your-views-on-if-you-should-disclose-something-like-adhd-on-an-application,487
ADHD,an Associate,,Staying Healthy,2 months,Do you believe there is a correlation between anxiety/ adhd and diet?,1.0,4.0,,2024-09-18 17:47:21,https://www.fishbowlapp.com/post/do-you-believe-there-is-a-correlation-between-anxiety-adhd-and-diet-prsg-5,488
ADHD,a Social Worker 1,,Staying Healthy,4 months,"Does anyone have any tips for managing my ADHD and Autism while working a corporate job? I feel as though even when I communicate with my management and teammates about my needs and my limitations, I'm still expected to perform in a specific way that makes it much harder for me to get my tasks done.",2.0,5.0,,2024-09-18 17:47:44,https://www.fishbowlapp.com/post/does-anyone-have-any-tips-for-managing-my-adhd-and-autism-while-working-a-corporate-job-i-feel-as-though-even-when-i-communicate-with,489
ADHD,a Senior Consultant,,Consulting,22d,If I have ADHD and am taking medication for it do I need to disclose that on my application? Concerned about any potential drug test (have prescription from doctor) but do not want to be discriminated against.,2.0,4.0,,2024-09-18 17:48:07,https://www.fishbowlapp.com/post/if-i-have-adhd-and-am-taking-medication-for-it-do-i-need-to-disclose-that-on-my-application-concerned-about-any-potential,490
ADHD,a Director,,New York City,a month,"ADHD folks — Is the adderall shortage back? My pharmacy had finally been back in stock for about a year but last month and now this month, they are back ordered with no knowledge of when they’ll be back. Has anyone else experienced this??",2.0,8.0,1.0,2024-09-18 17:48:31,https://www.fishbowlapp.com/post/adhd-folks-is-the-adderall-shortage-back-my-pharmacy-had-finally-been-back-in-stock-for-about-a-year-but-last-month-and-now,491
ADHD,an Associate Attorney,,Lawyers with ADHD,7 months,Any else feel as if they’re always playing catch up at work? From day one. Or that you’re not given enough time to fully understand a case at your own pace? I feel as if I’m always behind - and I have to rush my understanding of something to catch up with the non-ADHD attorneys and partners of my firm or any firm for that matter.,13.0,5.0,,2024-09-18 17:48:49,https://www.fishbowlapp.com/post/any-else-feel-as-if-theyre-always-playing-catch-up-at-work-from-day-one-or-that-youre-not-given-enough-time-to-fully-understand-a-case,492
ADHD,a Lawyer,,Law,8 months,Hello! Any fellow ADHD lawyers? How do you manage an off day to get the mind to focus?,3.0,3.0,,2024-09-18 17:49:18,https://www.fishbowlapp.com/post/hello-any-fellow-adhd-lawyers-how-do-you-manage-an-off-day-to-get-the-mind-to-focus,493
