Neurodiversity	Posted By	Employer	Time Posted	Content	Reactions	Timestamp Collected	Post URL	Hierarchy	Post ID	Comment ID,Neurodiversity,Posted By,Employer,Time Posted,Content,Reactions,Timestamp Collected,Post URL,Hierarchy,Post ID,Comment ID
,Autism,Other,a Registered Nurse 3,5 months,Great response. OP I think it depends if you want to keep practice social interactions or be in a setting where you don’t have to deal with people at all. I’m assuming that’s why the other commenter suggested informatics but as an informatics nurse I deal with people every day so it’s a great role if you want to be exposed to different kinds of interactions on a daily basis.,1,2024-09-19 21:44:59,https://www.fishbowlapp.com/post/any-nurses-with-autism-what-area-of-healthcare-do-you-practice-in-do-you-have-any-tips-for-a-new-ish-grad-2-years-experience,1.0,50.0,29.0
,Autism,Other,,10 months,Take a tour of Job Corps with your kid. You can set it up on their website. The website has a ton of info. Is he connected to vocational rehabilitation?,,2024-09-19 21:45:13,https://www.fishbowlapp.com/post/im-looking-for-something-like-a-work-study-and-live-on-site-program-for-my-son-hes-19-has-autism-and-other-physical-health,1.0,51.0,30.0
,Autism,Other,Michigan High School 1,10 months,"Hi,
Check out Michigan Rehabilitation Services.",1,2024-09-19 21:45:13,https://www.fishbowlapp.com/post/im-looking-for-something-like-a-work-study-and-live-on-site-program-for-my-son-hes-19-has-autism-and-other-physical-health,1.0,51.0,31.0
,Autism,Other,Michigan Elementary School 1,9 months,"Check out Eastern Michigan in Ypsilanti.

‘Currently Accepting 2024-2025 Applications!
Eastern Michigan University (EMU) currently has a College Supports Program (CSP) aimed at increasing admissions, retention, and full matriculation for adults with Autism Spectrum Disorder (ASD) through an individualized 24-hour fee-for-service supportive program.’
Taken from a pamphlet forwarded to our HS by EMU",1,2024-09-19 21:45:13,https://www.fishbowlapp.com/post/im-looking-for-something-like-a-work-study-and-live-on-site-program-for-my-son-hes-19-has-autism-and-other-physical-health,1.0,51.0,32.0
,Autism,Other,a Senior Designer 1,a year,"Get on the waitlist for mid-2024. With the holidays, people likely on multiple lists, etc. you’ll get seen sooner.

But even if you don’t, at least as you keep looking you’ll be on a list.",,2024-09-19 21:45:47,https://www.fishbowlapp.com/post/any-recommendations-for-someone-who-can-do-an-adult-assessment-for-autism-i-am-finding-absolutely-nobody-or-people-that,1.0,52.0,33.0
,Autism,Other,KPMG 1,a year,Who are the providers you are on the waitlist for if you don’t mind sharing? I’m looking for one too,1,2024-09-19 21:45:47,https://www.fishbowlapp.com/post/any-recommendations-for-someone-who-can-do-an-adult-assessment-for-autism-i-am-finding-absolutely-nobody-or-people-that,1.0,52.0,34.0
,Autism,Author,Author works at Accenture,a year,Sorry don't remember. I googled everyone and just called tab to tab into i was done. I think it was Devereuax though.,,2024-09-19 21:45:47,https://www.fishbowlapp.com/post/any-recommendations-for-someone-who-can-do-an-adult-assessment-for-autism-i-am-finding-absolutely-nobody-or-people-that,2.0,52.0,35.0
,Autism,Author,Accenture,a year,Sorry don't remember. I googled everyone and just called tab to tab into i was done. I think it was Devereuax though.,,2024-09-19 21:45:47,https://www.fishbowlapp.com/post/any-recommendations-for-someone-who-can-do-an-adult-assessment-for-autism-i-am-finding-absolutely-nobody-or-people-that,1.0,52.0,36.0
,Autism,Other,Accenture 1,4 months,Social work.,1,2024-09-19 21:46:11,https://www.fishbowlapp.com/post/advice-please-i-graduated-last-year-with-a-ba-in-psychological-science-after-graduation-i-worked-as-a-behavior-therapist-for,1.0,53.0,37.0
,Autism,Other,an Assistant Director of Education and Training 1,4 months,"Juvenile justice, group homes, community health worker",1,2024-09-19 21:46:11,https://www.fishbowlapp.com/post/advice-please-i-graduated-last-year-with-a-ba-in-psychological-science-after-graduation-i-worked-as-a-behavior-therapist-for,1.0,53.0,38.0
,Autism,Other,"a Director, Human Resources 1",4 months,"You could possibly work with any agency that works in Social Services (disabled children/adults, aging population, etc.). Possibly local hospital looking for Case Managers.",2,2024-09-19 21:46:11,https://www.fishbowlapp.com/post/advice-please-i-graduated-last-year-with-a-ba-in-psychological-science-after-graduation-i-worked-as-a-behavior-therapist-for,1.0,53.0,39.0
,Autism,Other,Cochise community college 1,4 months,"I am also in that same field because of those circumstances. I too, hesitate to work in those environments which can be sometimes scary. Mental health jobs are easily burned out , keeping trying. You may not want to be in the field at all while your feeling that burnt out. Take a break and come back when you are more mentally ready if you can.:)",1,2024-09-19 21:46:11,https://www.fishbowlapp.com/post/advice-please-i-graduated-last-year-with-a-ba-in-psychological-science-after-graduation-i-worked-as-a-behavior-therapist-for,1.0,53.0,40.0
,Autism,Other,,10 months,"Under paid, under appreciated, over worked. We love our job and our students. Yet we cannot afford to live off of our wages. It's a tough situation for us all. And I feel we will always be overlooked. We deserve better for all we do, I appreciate you!",2,2024-09-19 21:46:35,https://www.fishbowlapp.com/post/anyone-else-already-exhausted-i-love-my-kids-but-i-work-at-a-behaviors-school-and-i-focus-in-autism-im-underpaid-and-i-had-to,1.0,54.0,41.0
,Autism,Other,,7 months,"Not to mention, not getting paid throughout the winter and summer breaks. Does anyone know when is our pay getting increased?",1,2024-09-19 21:46:35,https://www.fishbowlapp.com/post/anyone-else-already-exhausted-i-love-my-kids-but-i-work-at-a-behaviors-school-and-i-focus-in-autism-im-underpaid-and-i-had-to,1.0,54.0,42.0
,Autism,Other,a Team Lead 1,9 months,Hiii! I’m glad you’re here! I made the group because I also struggle in the corporate world but I couldn’t find another bowl so I didn’t see quite the need for it but I’m still around and happy to help where I can 🥰 I hope you stick around,2,2024-09-19 21:47:09,https://www.fishbowlapp.com/post/ive-noticed-that-this-bowl-isnt-active-i-hope-we-can-change-that-i-was-diagnosed-with-autism-earlier-this-year-because-ive,1.0,55.0,43.0
,Autism,Other,Tabcorp 1,3 months,"I hear you, almost 30 years working undiagnosed. Finally found out almost 2 years ago after a major depressive meltdown. I have found communication, openness and honesty is the key. Educating myself and others on what it means to struggle being neurodivergent.",2,2024-09-19 21:47:09,https://www.fishbowlapp.com/post/ive-noticed-that-this-bowl-isnt-active-i-hope-we-can-change-that-i-was-diagnosed-with-autism-earlier-this-year-because-ive,1.0,55.0,44.0
,Autism,Other,Authora Paraprofessional,a year,"If it's online, do it again. I have to redo some of mine. The ADHD and Dyslexia got me, and I'm the reading specialist at my school. So, it happens. Try it again until you get it. I had to do a few of mine several times to pass.
Sending good vibes your way 🍀 😇🙏🍀",1,2024-09-19 21:47:33,https://www.fishbowlapp.com/post/so-i-failed-my-nonviolent-crisis-prevention-intervention-training-cpi-focuses-on-prevention-and-equips-individuals,1.0,56.0,45.0
,Autism,Author,Authora Paraprofessional,a year,"I wish it was but it is in person and it is the physical. I forgot to mention that my job only gave me three attempts to pass. Now they won’t let me pass. So I got a representative and an advocate helping me with the issue. Thank you. I hope that something works out and yes, I believe repetition is key. 👍☺️",,2024-09-19 21:47:33,https://www.fishbowlapp.com/post/so-i-failed-my-nonviolent-crisis-prevention-intervention-training-cpi-focuses-on-prevention-and-equips-individuals,2.0,56.0,46.0
,Autism,Author,Authora Paraprofessional,a year,"I wish it was but it is in person and it is the physical. I forgot to mention that my job only gave me three attempts to pass. Now they won’t let me pass. So I got a representative and an advocate helping me with the issue. Thank you. I hope that something works out and yes, I believe repetition is key. 👍☺️",,2024-09-19 21:47:33,https://www.fishbowlapp.com/post/so-i-failed-my-nonviolent-crisis-prevention-intervention-training-cpi-focuses-on-prevention-and-equips-individuals,1.0,56.0,47.0
,Autism,Author,a Project Leader 1,a year,"Since both adhd and autism are both spectrums - Would it help to practice certain scenarios to build the muscle memory or steps to reach certification? Friends/family might like being a test subject to help you diffuse.

Are there small things that you might be able to speed up (instead of 50 seconds to do, so it in 45 seconds?) cumulative time savings could make you faster.

When I run my test center - I tell the students to enjoy taking their tests. Because if you go in thinking horrible thoughts, it slows down your thinking and your scores show it. If you enjoy the process -it helps you to relax enough to focus at the task right now and get it done quickly.

I know your cpi is probably different. But it’s helped me and my students in the past.",2,2024-09-19 21:47:33,https://www.fishbowlapp.com/post/so-i-failed-my-nonviolent-crisis-prevention-intervention-training-cpi-focuses-on-prevention-and-equips-individuals,1.0,56.0,48.0
,Autism,Author,Authora Paraprofessional,a year,"Yes that could help , I am gonna see what I can do tomorrow. Thank you 🙏",,2024-09-19 21:47:34,https://www.fishbowlapp.com/post/so-i-failed-my-nonviolent-crisis-prevention-intervention-training-cpi-focuses-on-prevention-and-equips-individuals,2.0,56.0,49.0
,Autism,Author,Authora Paraprofessional,a year,"Yes that could help , I am gonna see what I can do tomorrow. Thank you 🙏",,2024-09-19 21:47:34,https://www.fishbowlapp.com/post/so-i-failed-my-nonviolent-crisis-prevention-intervention-training-cpi-focuses-on-prevention-and-equips-individuals,1.0,56.0,50.0
,Autism,Other,a Consultant 1,8 months,"What business problem are you attempting to solve?

What’s separates you from more experienced candidates?

Given current market conditions, why should a business take a chance on a nontraditional candidate?

This are the types of questions you have to answer.",3,2024-09-19 21:47:57,https://www.fishbowlapp.com/post/im-an-autism-paraprofessional-looking-to-pivot-into-software-development-i-have-my-bachelors-in-psychology-and-have-finished,1.0,57.0,51.0
,Autism,Other,a Senior Account Supervisor 1,2 months,"I imagine that if you’re AuDHD, it becomes even more important that the subject matter of the job fits into your range of interests - making a general recommendation difficult.",1,2024-09-19 21:48:09,https://www.fishbowlapp.com/post/ive-seen-lists-of-jobs-for-people-with-adhd-and-jobs-for-people-with-autism-but-never-both-has-anyone-found-something,1.0,58.0,52.0
,Autism,Other,a Pre-sales Lead 1,9 months,Depends on what type of work you’re doing.,,2024-09-19 21:48:33,https://www.fishbowlapp.com/post/what-industry-does-working-with-autism-fall-under,1.0,59.0,53.0
,Autism,Other,FIS Global 1,9 months,"Behavioral therapy is the first thing that comes to mind. My college roommate/friend majored in that and education; her little brother has autism, and he was her inspiration. She's an Special Ed elementary teacher.",,2024-09-19 21:48:33,https://www.fishbowlapp.com/post/what-industry-does-working-with-autism-fall-under,1.0,59.0,54.0
,Autism,Other,a Nurse Practitioner 1,a year,"Have you considered program management or project coordinator positions? Are you interested in working with children, or something different?",,2024-09-19 21:48:57,https://www.fishbowlapp.com/post/does-anyones-have-a-bcba-or-a-behavior-analysis-degree-and-not-work-in-an-autism-clinic-looking-into-other-avenues-for-my,1.0,60.0,55.0
,Autism,Other,a Clinic Administration 1,a year,Try looking up university programs. Medical research studies are another avenue.,,2024-09-19 21:48:57,https://www.fishbowlapp.com/post/does-anyones-have-a-bcba-or-a-behavior-analysis-degree-and-not-work-in-an-autism-clinic-looking-into-other-avenues-for-my,1.0,60.0,56.0
,Autism,Other,a Nurse 1,a year,You could always check out local school districts or gov postings. I've seen several city and county openings lately.,,2024-09-19 21:48:57,https://www.fishbowlapp.com/post/does-anyones-have-a-bcba-or-a-behavior-analysis-degree-and-not-work-in-an-autism-clinic-looking-into-other-avenues-for-my,1.0,60.0,57.0
,Autism,Other,Merck 1,7 months,Wouldn't the autism and vaccine just cancel out?,2,2024-09-19 21:49:21,https://www.fishbowlapp.com/post/the-news-of-chinese-scientists-developing-a-vaccine-that-could-potentially-reverse-autism-marks-a-significant-advancement-in,1.0,61.0,58.0
,Autism,Other,Bristol Myers Squibb 1,7 months,That would be revolutionary,,2024-09-19 21:49:22,https://www.fishbowlapp.com/post/the-news-of-chinese-scientists-developing-a-vaccine-that-could-potentially-reverse-autism-marks-a-significant-advancement-in,1.0,61.0,59.0
,Autism,Other,a Nurse 1,3 months,"Thank you for sharing!! It's very sweet that you are sharing this on behalf of your friend. If you're okay with it, I'd like to forward to some of my friends and family and see if people can contribute. Hope they get the support they need!!",,2024-09-19 21:49:35,https://www.fishbowlapp.com/post/hi-guys-i-am-reaching-out-i-have-a-friend-who-needs-our-help-i-am-collecting-donations-for-his-baby-boy-who-is-diagnosed-with-xl4y-5,1.0,62.0,60.0
,Autism,Author,Author works at Morgan Stanley,3 months,Yes please do share with you circle. I am ok with it. Just want to help them as much as I can. Even a small donations will make a big difference.,,2024-09-19 21:49:35,https://www.fishbowlapp.com/post/hi-guys-i-am-reaching-out-i-have-a-friend-who-needs-our-help-i-am-collecting-donations-for-his-baby-boy-who-is-diagnosed-with-xl4y-5,2.0,62.0,61.0
,Autism,Author,Morgan Stanley,3 months,Yes please do share with you circle. I am ok with it. Just want to help them as much as I can. Even a small donations will make a big difference.,,2024-09-19 21:49:35,https://www.fishbowlapp.com/post/hi-guys-i-am-reaching-out-i-have-a-friend-who-needs-our-help-i-am-collecting-donations-for-his-baby-boy-who-is-diagnosed-with-xl4y-5,1.0,62.0,62.0
,Autism,Author,a Manager 1,3 months,What a sweet little baby. I will be praying that he is able to get the therapies that he needs. I will also pass this along to my friends and coworkers. Thank you for sharing this OP,,2024-09-19 21:49:35,https://www.fishbowlapp.com/post/hi-guys-i-am-reaching-out-i-have-a-friend-who-needs-our-help-i-am-collecting-donations-for-his-baby-boy-who-is-diagnosed-with-xl4y-5,1.0,62.0,63.0
,Autism,Other,an Associate 1,9 months,That would require disclosing and I'm not ready to do that. Very curious how others feel though,1,2024-09-19 21:49:59,https://www.fishbowlapp.com/post/have-any-of-yall-sought-accommodations-for-adhd-or-any-other-mental-health-diagnoses-like-autism-ocd-etc-what-types-of-accommodations,1.0,63.0,64.0
,Autism,Other,an Attorney 1,8 months,There is no shame in asking for what you need. The first step is finding out what that is.,,2024-09-19 21:49:59,https://www.fishbowlapp.com/post/have-any-of-yall-sought-accommodations-for-adhd-or-any-other-mental-health-diagnoses-like-autism-ocd-etc-what-types-of-accommodations,1.0,63.0,65.0
,Autism,Other,Administrator 1,6 months,"Me but I'm pretty high-functioning so at most I'm just the 'weird' coworker. I think based on my habits and total lack of social engagement people might catch on that I'm at least on the spectrum but no one has ever brought it up, I don't think that's something people just talk about. I also don't just volunteer the info unless it's relevant which it hasn't been so far. I just kinda keep to myself.",1,2024-09-19 21:50:23,https://www.fishbowlapp.com/post/is-there-anyone-here-that-is-on-the-autism-spectrum-disorder-how-do-you-navigate-it-at-work-and-do-you-ever-disclose-this-to,1.0,64.0,66.0
,Autism,Other,Authora Nurse,6 months,"I am high functioning too, but that weird coworker also, lol. No one he ever straight asked me either. I do have a lot of challenges regarding noises in the workplace. Looking for a good set of headphones now that have noise cancellation.",,2024-09-19 21:50:23,https://www.fishbowlapp.com/post/is-there-anyone-here-that-is-on-the-autism-spectrum-disorder-how-do-you-navigate-it-at-work-and-do-you-ever-disclose-this-to,1.0,64.0,67.0
,Autism,Other,an Intake Paralegal 1,a year,"There are entry level jobs that are willing to train. Also, contract jobs. See what you would like to do. You have skills but are probably like me in having imposter syndrome. Which just aids to the anxiety and depression.",,2024-09-19 21:50:47,https://www.fishbowlapp.com/post/i-have-been-unemployed-for-11-months-i-have-applied-for-countless-positions-had-a-few-phone-interviews-but-only-one-in-person,1.0,65.0,68.0
,Autism,Other,a Consultant 1,a year,What kind of jobs are you applying for?,,2024-09-19 21:50:47,https://www.fishbowlapp.com/post/i-have-been-unemployed-for-11-months-i-have-applied-for-countless-positions-had-a-few-phone-interviews-but-only-one-in-person,1.0,65.0,69.0
,Autism,Other,a Ramp Supervisor 1,a year,"https://LinkedIn.GitHub.io/career-explorer/#explore. This link will help provide buzzwords you need in your resume, cover letter, LinkedIn profile to attract your target role",,2024-09-19 21:50:47,https://www.fishbowlapp.com/post/i-have-been-unemployed-for-11-months-i-have-applied-for-countless-positions-had-a-few-phone-interviews-but-only-one-in-person,1.0,65.0,70.0
,Autism,Other,a Ramp Supervisor 1,a year,HTTPS://www.jobscan.co/Jo scan-tutorial,,2024-09-19 21:50:47,https://www.fishbowlapp.com/post/i-have-been-unemployed-for-11-months-i-have-applied-for-countless-positions-had-a-few-phone-interviews-but-only-one-in-person,1.0,65.0,71.0
,Autism,Other,a Ramp Supervisor 1,a year,This website shows you how to optimize your resume so you can beat the algorithm companies use when weeding out applications,,2024-09-19 21:50:47,https://www.fishbowlapp.com/post/i-have-been-unemployed-for-11-months-i-have-applied-for-countless-positions-had-a-few-phone-interviews-but-only-one-in-person,1.0,65.0,72.0
,Autism,Other,a Ramp Supervisor 1,a year,Also— if you hire a resume/cover letter/ LinkedIn profile writer—-I highly recommend using Tailored Resumes or Virtuoso,,2024-09-19 21:50:47,https://www.fishbowlapp.com/post/i-have-been-unemployed-for-11-months-i-have-applied-for-countless-positions-had-a-few-phone-interviews-but-only-one-in-person,1.0,65.0,73.0
,Autism,Other,a Data Analyst 1,a year,"Hi there, you may want to consider updating your role description here (it shows your role as 'Dishwasher'). I'm a fellow neuro-divergent type, and I wouldn't normally mention any health issues until I've secured an interview.

The one exception would be when applying to a major company which advertises a disability-friendly recruitment policy, e.g. guaranteed interviews for disabled applicants.

All the best with your job search!",,2024-09-19 21:51:00,https://www.fishbowlapp.com/post/please-feel-free-to-dm-i-earned-one-professional-data-certification-autism-at-work-program-as-professional-data-analystdata-scientist,1.0,66.0,74.0
,Autism,Other,a Senior Technology Program Manager 1,7 months,"You need to confront your self sabotage voice and tell them to take a vacation. Every day create a new positive message for yourself as your mantra —this can help cope. Eventually, you need to address the issue or it will follow you to the next job.",1,2024-09-19 21:51:24,https://www.fishbowlapp.com/post/im-having-a-hard-time-at-work-and-the-anxiety-is-making-me-feel-unwanted-at-times-i-have-small-crying-hits-at-work-and-makes,1.0,67.0,75.0
,Autism,Author,Author works at Parts Authority,7 months,That is the best advice I got ^^ thank you,,2024-09-19 21:51:24,https://www.fishbowlapp.com/post/im-having-a-hard-time-at-work-and-the-anxiety-is-making-me-feel-unwanted-at-times-i-have-small-crying-hits-at-work-and-makes,2.0,67.0,76.0
,Autism,Author,Parts Authority,7 months,That is the best advice I got ^^ thank you,,2024-09-19 21:51:24,https://www.fishbowlapp.com/post/im-having-a-hard-time-at-work-and-the-anxiety-is-making-me-feel-unwanted-at-times-i-have-small-crying-hits-at-work-and-makes,1.0,67.0,77.0
,Autism,Author,,7 months,Take it easy,1,2024-09-19 21:51:24,https://www.fishbowlapp.com/post/im-having-a-hard-time-at-work-and-the-anxiety-is-making-me-feel-unwanted-at-times-i-have-small-crying-hits-at-work-and-makes,1.0,67.0,78.0
,Autism,Other,an Underwriter 1,4 months,"ask your partner! knowing that you care i’m sure goes a long way, and everyone is going to be different. mostly just be understanding, especially when things are overstimulating. I have ASD and my exes would sometimes call me dramatic or say i am overreacting, largely due to a lack of understanding and listening when i say why im feeling a certain way. Your partner may not make sense to you all the time, but their feelings are still valid.",2,2024-09-19 21:51:48,https://www.fishbowlapp.com/post/does-anyone-know-a-book-or-any-resources-about-how-to-understand-and-live-with-a-partner-who-is-on-the-autism-spectrum-please,1.0,68.0,79.0
,Autism,Author,Author works at PwC,4 months,"Thanks, this is helpful. Honestly it isn't actually something he's diagnosed with, but I'm suspecting he could be on the spectrum. I don't want to say something because I am uninformed - and honestly, a diagnosis isn't the end all be all- I think just generally trying to understand neurodiversity better is something I need to do so I can stop feeling so angry all the time when I feel misunderstood or not responded to. If this is what's going on, I think I'll have a lot better understanding. I want to have empathy instead of frustration :)",,2024-09-19 21:51:48,https://www.fishbowlapp.com/post/does-anyone-know-a-book-or-any-resources-about-how-to-understand-and-live-with-a-partner-who-is-on-the-autism-spectrum-please,2.0,68.0,80.0
,Autism,Author,PwC,4 months,"Thanks, this is helpful. Honestly it isn't actually something he's diagnosed with, but I'm suspecting he could be on the spectrum. I don't want to say something because I am uninformed - and honestly, a diagnosis isn't the end all be all- I think just generally trying to understand neurodiversity better is something I need to do so I can stop feeling so angry all the time when I feel misunderstood or not responded to. If this is what's going on, I think I'll have a lot better understanding. I want to have empathy instead of frustration :)",,2024-09-19 21:51:48,https://www.fishbowlapp.com/post/does-anyone-know-a-book-or-any-resources-about-how-to-understand-and-live-with-a-partner-who-is-on-the-autism-spectrum-please,1.0,68.0,81.0
,Autism,Other,a Registered Nurse 1,3 months,"Genuine question, does Canada not pay for these therapies? If so, that’s horrible.",2,2024-09-19 21:52:17,https://www.fishbowlapp.com/post/hi-guys-i-am-reaching-out-i-have-a-friend-who-needs-our-help-i-am-collecting-donations-for-his-baby-boy-who-is-diagnosed-with-8zlq-5,1.0,69.0,82.0
,Autism,Author,Author works at Morgan Stanley,3 months,Canada does not cover it all and there is huge delays and back logs. Waiting times is almost a year. In this situation we have small windows to recover the baby. So we need donations to give early intervention and therapies as much as possible.,"1
reactions",2024-09-19 21:52:17,https://www.fishbowlapp.com/post/hi-guys-i-am-reaching-out-i-have-a-friend-who-needs-our-help-i-am-collecting-donations-for-his-baby-boy-who-is-diagnosed-with-8zlq-5,2.0,69.0,83.0
,Autism,Other,a Registered Nurse 1,3 months,"Wow terrible, thanks for sharing. Agree that early intervention is key.","1
reactions",2024-09-19 21:52:17,https://www.fishbowlapp.com/post/hi-guys-i-am-reaching-out-i-have-a-friend-who-needs-our-help-i-am-collecting-donations-for-his-baby-boy-who-is-diagnosed-with-8zlq-5,3.0,69.0,84.0
,Autism,Author,Author works at Morgan Stanley,3 months,Please do share so that we can get some donations and start the therapies.,"2
reactions",2024-09-19 21:52:17,https://www.fishbowlapp.com/post/hi-guys-i-am-reaching-out-i-have-a-friend-who-needs-our-help-i-am-collecting-donations-for-his-baby-boy-who-is-diagnosed-with-8zlq-5,4.0,69.0,85.0
,Autism,Other,a Registered Nurse 1,3 months,I just posted this in the Women in Healthcare bowl,"2
reactions",2024-09-19 21:52:17,https://www.fishbowlapp.com/post/hi-guys-i-am-reaching-out-i-have-a-friend-who-needs-our-help-i-am-collecting-donations-for-his-baby-boy-who-is-diagnosed-with-8zlq-5,5.0,69.0,86.0
,Autism,Other,a Registered Nurse 1,3 months,I just posted this in the Women in Healthcare bowl,2,2024-09-19 21:52:17,https://www.fishbowlapp.com/post/hi-guys-i-am-reaching-out-i-have-a-friend-who-needs-our-help-i-am-collecting-donations-for-his-baby-boy-who-is-diagnosed-with-8zlq-5,1.0,69.0,87.0
,Autism,Other,a L&D Manager 1,3 months,"I’m sorry you’ve not had any luck with your job applications. I’m not sure on what advice you want, but just plucking one thing out as you mentioned autism… You might like to consider having a sentence or two prepared around what this means to the company if they were to hire you. What support would you want from them and what can they expect of you? Something to address any unconscious biases they might have.,,. you might say something like …

“ I want you to know that I have been diagnosed with autism. This means that I tend to be a bit more xxx and a bit less yyy. I just need my colleagues and Manager to zzz. With this in place, I’ve never found it to impact on the quality of my work.” ￼or …. “ With this in place, I might be a bit slower, but I’ve always had excellent feedback on the quality. I’ve been told that that’s what counts in the end.” ￼… sorry, I don’t know much about autism so not sure what sort of example to put in.",3,2024-09-19 21:54:00,https://www.fishbowlapp.com/post/hi-all-first-time-posting-here-so-im-a-guy-with-autism-which-hasnt-had-alot-of-luck-with-employment-since-2023-to-cut-to-the-chase,1.0,70.0,1.0
,Autism,Author,Authora Retail Sales Associate,3 months,I appreciate your advice if the school bothers to reach back to me after this application I'll make sure to try and remember bringing up accommodations and similar matters to my diagnosis,"1
reactions",2024-09-19 21:54:00,https://www.fishbowlapp.com/post/hi-all-first-time-posting-here-so-im-a-guy-with-autism-which-hasnt-had-alot-of-luck-with-employment-since-2023-to-cut-to-the-chase,2.0,70.0,2.0
,Autism,Author,Authora Retail Sales Associate,3 months,I appreciate your advice if the school bothers to reach back to me after this application I'll make sure to try and remember bringing up accommodations and similar matters to my diagnosis,1,2024-09-19 21:54:00,https://www.fishbowlapp.com/post/hi-all-first-time-posting-here-so-im-a-guy-with-autism-which-hasnt-had-alot-of-luck-with-employment-since-2023-to-cut-to-the-chase,1.0,70.0,3.0
,Autism,Other,a Vice President 1,5 months,Only Fans?,5,2024-09-19 21:54:38,https://www.fishbowlapp.com/post/hi-yall-im-out-in-glendale-az-ive-been-a-stay-at-home-mom-since-september-of-2022-im-actively-going-to-therapy-once-a-week-and,1.0,72.0,4.0
,Autism,Other,Citi 1,5 months,Join this Facebook group,1,2024-09-19 21:54:38,https://www.fishbowlapp.com/post/hi-yall-im-out-in-glendale-az-ive-been-a-stay-at-home-mom-since-september-of-2022-im-actively-going-to-therapy-once-a-week-and,1.0,72.0,5.0
,Autism,Other,Authora Registered Nurse BSN 2,5 months,"Have you thought about something with less human interaction? Or shorter bouts of interaction?

School nursing is nice for this. You have your own office to yourself. You only see kids one at a time, and you don't have anyone in your space, like coworkers. Small talk is minimal.

It's easier to deal with than spontaneous interactions, because you know they're coming. And people don't usually hang around because it's your office. Plus, you get summers off, so lots of time to decompress from people.",2,2024-09-19 21:55:01,https://www.fishbowlapp.com/post/any-nurses-with-autism-what-area-of-healthcare-do-you-practice-in-do-you-have-any-tips-for-a-new-ish-grad-2-years-experience-ofjq-5,1.0,73.0,6.0
,Autism,Author,Authora Registered Nurse BSN 2,5 months,The pay and lower acuity is preventing me from going that route,,2024-09-19 21:55:01,https://www.fishbowlapp.com/post/any-nurses-with-autism-what-area-of-healthcare-do-you-practice-in-do-you-have-any-tips-for-a-new-ish-grad-2-years-experience-ofjq-5,2.0,73.0,7.0
,Autism,Author,Authora Registered Nurse BSN 2,5 months,The pay and lower acuity is preventing me from going that route,,2024-09-19 21:55:01,https://www.fishbowlapp.com/post/any-nurses-with-autism-what-area-of-healthcare-do-you-practice-in-do-you-have-any-tips-for-a-new-ish-grad-2-years-experience-ofjq-5,1.0,73.0,8.0
,Autism,Other,an Account Manager 1,6 months,"They may but if so, it’s not the right fit for you anyway. You’ll find the right job with an inclusive environment. Best of luck!!!",1,2024-09-19 21:55:14,https://www.fishbowlapp.com/post/does-anyone-know-if-employers-will-discriminate-against-you-for-autismadhd-without-telling-you-ive-been-having-anxious-fits,1.0,74.0,9.0
,Autism,Other,an Attorney 1,8 months,"Yes I did over 2,200 hours last year as my firm changed its billable hours requirements 6 months after I started here.

It’s difficult even for perfectly healthy people. I was cranky and irritable, sad, and tired all the time and started getting feedback about typos. I’m still burned out though I’ve barely worked any hours since January 1.

Billing 8 hours isn’t the difficulty. You get used to it. 40 hours isn’t bad. It’s that sometimes there’s work, so you can space out your hours like that, and other times you may have a bunch of 6 hour days and some 13 billable hour days. I did it, but I really had no life. All I did was work. No friends. Didn’t go much of anywhere. All I wanted to do was sleep on my days off.

Unless they’re paying you a whole lot of money or there’s something there that can help your future goals, I recommend getting out and going somewhere with a more humane hours requirement l. I hope I don’t take years of my life doing that.

Everyone is different",3,2024-09-19 21:55:37,https://www.fishbowlapp.com/post/any-audhders-out-there-who-can-actually-meet-a-2000-billable-hr-requirement-i-was-diagnosed-with-autism-adhd-in-2023-and,1.0,75.0,10.0
,Autism,Other,an Associate 1,8 months,"Yes, and my quality of life was exceptionally bad!",1,2024-09-19 21:55:38,https://www.fishbowlapp.com/post/any-audhders-out-there-who-can-actually-meet-a-2000-billable-hr-requirement-i-was-diagnosed-with-autism-adhd-in-2023-and,1.0,75.0,11.0
,Autism,Other,an Associate Creative Director 1,4 months,Can I DM you something?,1,2024-09-19 21:56:01,https://www.fishbowlapp.com/post/hi-there-im-interested-in-getting-a-formal-diagnosis-i-identify-with-adhd-and-autism-symptoms-however-i-would-like-a-true,1.0,76.0,12.0
,Autism,Author,Authora Marketing Director,4 months,"Yes, our course!",,2024-09-19 21:56:01,https://www.fishbowlapp.com/post/hi-there-im-interested-in-getting-a-formal-diagnosis-i-identify-with-adhd-and-autism-symptoms-however-i-would-like-a-true,2.0,76.0,13.0
,Autism,Author,Authora Marketing Director,4 months,"Yes, our course!",,2024-09-19 21:56:01,https://www.fishbowlapp.com/post/hi-there-im-interested-in-getting-a-formal-diagnosis-i-identify-with-adhd-and-autism-symptoms-however-i-would-like-a-true,1.0,76.0,14.0
,Autism,Author,BDO 1,4 months,"If you have health insurance, the evaluation could be free through behavioral health.
Try UCLA.",1,2024-09-19 21:56:01,https://www.fishbowlapp.com/post/hi-there-im-interested-in-getting-a-formal-diagnosis-i-identify-with-adhd-and-autism-symptoms-however-i-would-like-a-true,1.0,76.0,15.0
